A	Coef.FGRvsC	Coef.CasevsControl	t.FGRvsC	t.CasevsControl	p.value.FGRvsC	p.value.CasevsControl	p.value.adj.FGRvsC	p.value.adj.CasevsControl	F	F.p.value	Res.FGRvsC	Res.CasevsControl	Genes.probe	Genes.id	Genes.symbol
7.23	0.081	-0.04	1.34	-0.66	0.1922	0.51788	0.516597	0.861016	2.07	0.14713	0	0	8024255	8024255	MUM1
7.32	0.088	0.032	1	0.37	0.32463	0.71582	0.622367	0.923069	0.52	0.60273	0	0	8024273	8024273	NDUFS7
7.93	0.047	0.033	0.72	0.49	0.48009	0.62752	0.729037	0.897681	0.27	0.76657	0	0	8024282	8024282	DAZAP1
9.47	0.116	0.108	1.04	0.97	0.30617	0.34079	0.606246	0.797822	0.68	0.51581	0	0	8024299	8024299	RPS15
6.05	0.014	0.057	0.23	0.94	0.82264	0.35472	0.925909	0.802557	0.48	0.62167	0	0	8024304	8024304	RPS15
6.43	0.233	0.149	3.29	2.1	0.00293	0.04594	0.265378	0.573693	5.56	0.00999	0	0	8024306	8024306	APC2
6.84	0.12	0.083	1.61	1.11	0.12017	0.27608	0.442839	0.763889	1.36	0.27552	0	0	8024323	8024323	REEP6
6.8	0.128	0.079	2.39	1.49	0.0246	0.14899	0.31453	0.692705	2.91	0.07264	0	0	8024331	8024331	PLK5
7.45	0.134	0.179	1.87	2.48	0.07355	0.02009	0.390737	0.511565	3.34	0.05164	0	0	8024347	8024347	NA
7.28	0.161	0.13	2.23	1.8	0.03483	0.08447	0.337304	0.638457	2.8	0.07997	0	0	8024356	8024356	ADAT3
7.63	0.007	-0.046	0.11	-0.7	0.9139	0.48942	0.967203	0.849174	0.39	0.68301	0	0	8024358	8024358	CSNK1G2
6.4	0.018	0.096	0.3	1.57	0.76689	0.12815	0.898287	0.673413	1.4	0.26621	0	0	8024373	8024373	IZUMO4
8.08	-0.13	-0.108	-1.28	-1.07	0.21082	0.2966	0.534098	0.773522	0.94	0.40237	0	0	8024391	8024391	DOT1L
8.65	0.039	0.028	0.6	0.44	0.55122	0.66693	0.776232	0.910402	0.19	0.82464	0	0	8024420	8024420	SF3A2
7.34	0.084	0.07	1.11	0.93	0.27544	0.35993	0.583902	0.803174	0.72	0.49876	0	0	8024429	8024429	NA
9.98	-0.08	0.015	-0.56	0.11	0.58071	0.91684	0.794535	0.979197	0.26	0.77652	0	0	8024436	8024436	OAZ1
6.29	0.121	0.05	1.62	0.67	0.11873	0.50695	0.440617	0.857948	1.32	0.28593	0	0	8024444	8024444	EPWW6493
8.01	-0.033	0.064	-0.39	0.75	0.70341	0.45756	0.864828	0.83833	0.67	0.51958	0	0	8024446	8024446	SPPL2B
6.32	0.027	-0.061	0.41	-0.92	0.68241	0.36425	0.852046	0.805932	0.94	0.4045	0	0	8024467	8024467	TMPRSS9
8.12	0.134	0.059	1.79	0.79	0.08559	0.4347	0.402157	0.831117	1.61	0.22027	0	0	8024485	8024485	GADD45B
7.7	0.026	0.044	0.23	0.39	0.82085	0.70229	0.925322	0.921487	0.08	0.92742	0	0	8024497	8024497	THOP1
7.73	-0.627	-0.666	-3.8	-4.03	0.00082	0.00045	0.233985	0.234471	10.25	0.00055	0	0	8024511	8024511	ZNF554
6.59	-0.257	-0.401	-2.71	-4.23	0.01183	0.00027	0.282143	0.209569	9.2	0.001	0	0	8024518	8024518	ZNF555
5.47	0.091	0.014	1.33	0.21	0.19697	0.83583	0.519658	0.958815	1.01	0.37671	0	0	8024527	8024527	ZNF556
6.38	-0.032	-0.037	-0.36	-0.41	0.72361	0.68727	0.876776	0.917684	0.1	0.90634	0	0	8024532	8024532	ZNF57
5.96	0.109	0.14	1.03	1.31	0.31487	0.20272	0.614651	0.728588	0.95	0.40117	0	0	8024537	8024537	TLE6
7.95	0.04	0.052	0.52	0.68	0.60798	0.50494	0.811788	0.857361	0.25	0.78021	0	0	8024557	8024557	GNA11
7.83	-0.099	0.037	-0.84	0.31	0.4091	0.75591	0.68045	0.937044	0.71	0.5005	0	0	8024566	8024566	GNA11
6.32	0.178	0.042	2.07	0.49	0.04921	0.63156	0.359773	0.899714	2.33	0.1174	0	0	8024572	8024572	GNA15
5.8	0.204	0.085	2.7	1.12	0.01219	0.27208	0.282351	0.762749	3.68	0.03958	0	0	8024582	8024582	S1PR4
7.32	0.06	0.025	1.2	0.5	0.24017	0.62317	0.557136	0.895321	0.73	0.49148	0	0	8024584	8024584	NCLN
6.25	0.07	0.103	1.03	1.5	0.31421	0.14525	0.614299	0.689602	1.18	0.32365	0	0	8024605	8024605	CELF5
7.56	0.147	-0.041	1.98	-0.55	0.0585	0.58861	0.372147	0.8854	3.54	0.04407	0	0	8024623	8024623	NFIC
7.92	0.101	0.097	1.34	1.29	0.19149	0.20886	0.515767	0.729525	1.16	0.33092	0	0	8024637	8024637	FZR1
7.08	0.155	0.102	2.18	1.43	0.03872	0.16407	0.346135	0.705694	2.46	0.10599	0	0	8024655	8024655	C19orf71
8.73	-0.072	0.035	-0.95	0.46	0.3515	0.64995	0.639635	0.904872	1.03	0.37085	0	0	8024660	8024660	HMG20B
6.28	0.136	0.115	1.51	1.27	0.14461	0.21402	0.46701	0.731764	1.31	0.28628	0	0	8024676	8024676	GIPC3
6.37	0.218	0.092	2.54	1.08	0.0175	0.29239	0.298695	0.771611	3.26	0.05509	0	0	8024682	8024682	CACTIN-AS1
6.99	-0.005	-0.013	-0.07	-0.18	0.9473	0.8589	0.980862	0.965973	0.02	0.98366	0	0	8024687	8024687	TJP3
6.43	0.065	0.05	0.94	0.73	0.35773	0.47406	0.64532	0.845274	0.48	0.62233	0	0	8024708	8024708	MRPL54
6.01	-0.05	-0.059	-0.65	-0.77	0.52243	0.45095	0.757244	0.835959	0.34	0.71481	0	0	8024712	8024712	ATCAY
6.9	0.065	0.059	0.88	0.81	0.38721	0.42761	0.665008	0.82984	0.48	0.62638	0	0	8024728	8024728	NMRK2
7.84	0.029	0.088	0.4	1.2	0.69445	0.24108	0.858547	0.747031	0.75	0.48348	0	0	8024740	8024740	PIAS4
6.41	0.12	0.06	1.58	0.79	0.12705	0.43705	0.449161	0.831436	1.24	0.30508	0	0	8024754	8024754	CREB3L3
6.78	0.018	0.23	0.29	3.64	0.77613	0.00124	0.904163	0.265356	8.17	0.00184	0	0	8024768	8024768	ANKRD24
10.76	0.352	1.051	1.21	3.61	0.23701	0.00131	0.554807	0.2684	6.77	0.00444	0	0	8024792	8024792	EBI3
7.84	0.134	0.138	1.38	1.42	0.1792	0.16676	0.503708	0.708262	1.31	0.28688	0	0	8024798	8024798	CCDC94
6.16	0.019	0.057	0.31	0.97	0.75541	0.34187	0.892755	0.798188	0.49	0.61932	0	0	8024808	8024808	SHD
6.06	-0.006	-0.025	-0.1	-0.4	0.92167	0.69128	0.970485	0.918057	0.09	0.91644	0	0	8024816	8024816	FSD1
6.48	0.041	0.066	0.56	0.89	0.58335	0.38131	0.796239	0.811546	0.41	0.67118	0	0	8024829	8024829	MPND
7.36	-0.116	-0.111	-1.53	-1.46	0.13918	0.15778	0.462569	0.702914	1.49	0.24553	0	0	8024843	8024843	CHAF1A
7.51	-0.03	-0.054	-0.55	-0.98	0.58933	0.33796	0.800268	0.796316	0.48	0.62475	0	0	8024864	8024864	HDGFRP2
5.87	0.016	0.002	0.21	0.03	0.83563	0.97999	0.934411	0.994131	0.03	0.97418	0	0	8024882	8024882	NA
6.32	0.083	0.238	0.96	2.76	0.34432	0.01063	0.635863	0.468324	3.92	0.03288	0	0	8024885	8024885	TNFAIP8L1
5.95	0.001	0.004	0.01	0.05	0.99022	0.96137	0.997148	0.990431	0	0.99871	0	0	8024888	8024888	MIR7-3HG
6.14	0.158	0.12	1.87	1.42	0.07371	0.16776	0.390737	0.708979	1.9	0.17046	0	0	8024896	8024896	MIR7-3
8.01	0.03	0.166	0.3	1.61	0.76977	0.12024	0.899919	0.667297	1.47	0.25002	0	0	8024898	8024898	FEM1A
6.54	-0.074	0.013	-0.85	0.15	0.40181	0.88225	0.675333	0.971544	0.58	0.56459	0	0	8024900	8024900	UHRF1
7.67	-0.086	-0.028	-1.28	-0.42	0.21054	0.6791	0.534098	0.915514	0.86	0.43573	0	0	8024909	8024909	NA
5.76	0.068	0.068	0.99	0.99	0.33193	0.33168	0.626849	0.792943	0.65	0.52918	0	0	8024934	8024934	ZNRF4
8.92	-0.129	-0.001	-1.77	-0.02	0.08841	0.9853	0.406345	0.996089	2.07	0.14678	0	0	8024936	8024936	SAFB
6.36	0.066	0.105	1.02	1.62	0.3166	0.11812	0.616001	0.666176	1.34	0.28012	0	0	8024956	8024956	HSD11B1L
8.55	0.13	0.031	1.65	0.4	0.11096	0.69341	0.430784	0.918433	1.49	0.24545	0	0	8024966	8024966	RPL36
7.24	0.191	0.062	2.74	0.89	0.01107	0.38366	0.282143	0.813305	3.91	0.03304	0	0	8024995	8024995	NRTN
6.71	-0.033	-0.042	-0.47	-0.59	0.64562	0.56365	0.831963	0.876784	0.19	0.82722	0	0	8025000	8025000	VMAC
7.92	0.021	0.049	0.35	0.83	0.72912	0.41161	0.879524	0.824457	0.35	0.707	0	0	8025004	8025004	CAPS
7.48	0.091	0.019	1.33	0.28	0.19519	0.78132	0.517927	0.9435	0.98	0.38768	0	0	8025028	8025028	CLPP
6.18	0.139	0.086	1.98	1.22	0.05886	0.23435	0.372147	0.744158	1.99	0.15722	0	0	8025035	8025035	ALKBH7
6.93	0.059	0.015	0.88	0.23	0.38639	0.82081	0.664586	0.953455	0.42	0.66258	0	0	8025041	8025041	CRB3
7.2	0.048	-0.013	0.68	-0.19	0.5057	0.8522	0.74739	0.964186	0.41	0.66653	0	0	8025051	8025051	NA
6.68	0.113	0.082	1.67	1.21	0.10785	0.23744	0.428173	0.745859	1.48	0.2458	0	0	8025053	8025053	TNFSF9
9.17	0.2	0.152	1.47	1.12	0.1545	0.27366	0.477154	0.763328	1.18	0.3248	0	0	8025058	8025058	TRIP10
6.25	0.273	0.055	2.42	0.49	0.02307	0.63122	0.310829	0.899714	3.28	0.05434	0	0	8025076	8025076	VAV1
5.47	0.118	0.116	1.18	1.16	0.24974	0.25655	0.56406	0.757297	0.91	0.41457	0	0	8025103	8025103	ADGRE1
5.58	-0.057	0.028	-0.44	0.21	0.66493	0.83247	0.841988	0.958291	0.22	0.8033	0	0	8025124	8025124	NA
6.07	0.119	0.094	1.73	1.37	0.09534	0.18257	0.412733	0.717062	1.67	0.20825	0	0	8025126	8025126	NA
5.99	-0.132	-0.13	-2.08	-2.05	0.04752	0.05123	0.358233	0.589048	2.84	0.07698	0	0	8025132	8025132	ZNF557
7.66	0.043	0.069	0.62	0.99	0.54138	0.33105	0.770201	0.792788	0.5	0.61164	0	0	8025142	8025142	ARHGEF18
5.73	0.099	0.017	1.82	0.31	0.08124	0.75545	0.397695	0.936783	1.88	0.17277	0	0	8025169	8025169	TEX45
7.49	0.029	-0.025	0.5	-0.44	0.6204	0.66699	0.818377	0.910402	0.44	0.64916	0	0	8025179	8025179	ZNF358
7.85	0.168	0.152	1.76	1.58	0.09128	0.12615	0.408418	0.669328	1.87	0.17462	0	0	8025183	8025183	MCOLN1
7.55	0.043	0.116	0.53	1.43	0.60258	0.16638	0.807625	0.708262	1.04	0.36869	0	0	8025199	8025199	PNPLA6
6.89	-0.04	0.087	-0.51	1.11	0.61492	0.27781	0.815416	0.763889	1.37	0.27241	0	0	8025237	8025237	CAMSAP3
8.36	0.002	0.031	0.02	0.43	0.98267	0.66812	0.99396	0.911002	0.12	0.88792	0	0	8025255	8025255	STXBP2
7.16	0.108	0.074	1.48	1	0.15192	0.32539	0.475275	0.78918	1.14	0.33636	0	0	8025278	8025278	RETN
6.21	0.079	0.128	1.14	1.85	0.26455	0.0759	0.575594	0.626599	1.74	0.1952	0	0	8025285	8025285	MCEMP1
8.81	0.186	-0.015	2.06	-0.16	0.04952	0.8732	0.360524	0.969893	3.08	0.0637	0	0	8025296	8025296	TRAPPC5
5.65	-0.323	0.063	-1.89	0.37	0.06982	0.71518	0.386849	0.922874	2.95	0.07077	0	0	8025301	8025301	NA
6.26	-0.096	-0.103	-0.51	-0.55	0.61739	0.58908	0.816455	0.885573	0.19	0.8317	0	0	8025303	8025303	CLEC4M
7.76	-0.039	0.035	-0.46	0.41	0.64735	0.68616	0.832966	0.917358	0.38	0.6874	0	0	8025321	8025321	CLEC4GP1
6.99	-0.009	-0.012	-0.14	-0.17	0.89235	0.86436	0.958045	0.96772	0.02	0.98356	0	0	8025328	8025328	EVI5L
6.56	-0.067	0.146	-0.6	1.31	0.55529	0.2007	0.778636	0.727862	1.91	0.16847	0	0	8025347	8025347	LRRC8E
6.8	0.099	0.048	1.31	0.63	0.20245	0.53258	0.526244	0.867892	0.86	0.4366	0	0	8025351	8025351	MAP2K7
7.17	0.084	0.059	1.14	0.81	0.2636	0.42728	0.57499	0.82984	0.69	0.51053	0	0	8025368	8025368	SNAPC2
6.55	0.112	0.041	1.51	0.56	0.14461	0.58221	0.46701	0.881577	1.16	0.33005	0	0	8025375	8025375	CCL25
6.85	0.085	0.033	1.16	0.45	0.25886	0.6558	0.571697	0.907083	0.68	0.51674	0	0	8025382	8025382	CERS4
10.54	-0.03	0.031	-0.16	0.17	0.87186	0.86528	0.949472	0.968122	0.06	0.94575	0	0	8025395	8025395	RPS28
7.92	-0.171	-0.046	-1.17	-0.31	0.25293	0.75764	0.567542	0.937626	0.73	0.48989	0	0	8025402	8025402	ANGPTL4
9.44	-0.009	0.032	-0.11	0.39	0.91246	0.69763	0.966732	0.919839	0.14	0.8698	0	0	8025414	8025414	RAB11B
7.37	0.122	-0.066	1.64	-0.89	0.11328	0.38446	0.433488	0.813833	3.28	0.05395	0	0	8025421	8025421	MARCH2
9.57	-0.124	-0.075	-1.7	-1.03	0.10168	0.31283	0.420504	0.782557	1.46	0.2502	0	0	8025429	8025429	HNRNPM
6.22	0.025	0.078	0.2	0.61	0.84482	0.5475	0.938877	0.872889	0.19	0.82526	0	0	8025450	8025450	OR2Z1
6.1	0.104	0.079	1.06	0.81	0.29898	0.42757	0.600805	0.82984	0.61	0.54954	0	0	8025456	8025456	OR1M1
7.09	0.002	-0.071	0.03	-1.23	0.97559	0.22881	0.992133	0.739559	1.04	0.36807	0	0	8025458	8025458	ZNF317
5.33	0.13	0.208	1.68	2.69	0.10538	0.01255	0.42544	0.491072	3.69	0.03937	0	0	8025470	8025470	OR7D2
6.98	0.013	-0.097	0.13	-0.97	0.90135	0.34319	0.961625	0.798214	0.71	0.49967	0	0	8025478	8025478	NA
9.69	0.197	0.336	1.55	2.64	0.13385	0.01397	0.456452	0.494883	3.52	0.04473	0	0	8025498	8025498	NA
8.5	0.141	0.061	1.76	0.76	0.09103	0.45401	0.408418	0.836589	1.55	0.23118	0	0	8025500	8025500	UBL5
7.22	-0.009	-0.032	-0.15	-0.54	0.88247	0.59733	0.954285	0.888106	0.15	0.85941	0	0	8025506	8025506	PIN1
6.02	0.016	0.04	0.26	0.67	0.79443	0.50621	0.913576	0.857756	0.23	0.79539	0	0	8025515	8025515	RDH8
7.15	0.173	0.128	2.01	1.49	0.05507	0.14782	0.367926	0.691925	2.18	0.13372	0	0	8025551	8025551	C19orf66
6.87	0.058	0.025	1.02	0.45	0.31878	0.65985	0.618413	0.908215	0.52	0.60084	0	0	8025563	8025563	NA
7.32	0.099	0.122	1.56	1.92	0.13108	0.06684	0.453432	0.617612	2.08	0.14625	0	0	8025586	8025586	MRPL4
7.32	0.195	-0.003	1.37	-0.02	0.184	0.98071	0.508702	0.994279	1.27	0.29911	0	0	8025601	8025601	ICAM1
6.02	0.091	0.024	1.26	0.33	0.22058	0.7477	0.541905	0.93403	0.85	0.43927	0	0	8025612	8025612	ICAM4
6.53	0.085	0.094	1.49	1.65	0.14881	0.1108	0.471507	0.664208	1.66	0.21051	0	0	8025621	8025621	ICAM5
6.65	0.12	0.043	1.72	0.61	0.09792	0.54669	0.416781	0.872889	1.52	0.23848	0	0	8025633	8025633	PDE4A
7.41	0.002	0.019	0.03	0.29	0.97792	0.77476	0.99288	0.942288	0.05	0.95047	0	0	8025659	8025659	ATG4D
10.92	-0.065	0.079	-0.55	0.66	0.58945	0.51528	0.800347	0.8603	0.73	0.49181	0	0	8025672	8025672	SLC44A2
8.69	-0.127	-0.089	-1.82	-1.28	0.08124	0.21178	0.397695	0.729525	1.74	0.19557	0	0	8025697	8025697	ILF3
6.93	0.033	-0.02	0.52	-0.31	0.60972	0.75817	0.812695	0.937672	0.35	0.70808	0	0	8025728	8025728	QTRT1
8.78	0.175	0.278	1.87	2.97	0.07342	0.00648	0.390737	0.407294	4.5	0.02125	0	0	8025741	8025741	NA
7.92	0.083	0.13	1.14	1.79	0.26388	0.08599	0.575432	0.640558	1.64	0.21441	0	0	8025766	8025766	CARM1
7.08	0.085	0.085	1.15	1.14	0.25915	0.26312	0.571729	0.759167	0.88	0.42675	0	0	8025783	8025783	TIMM29
8.04	-0.081	-0.011	-1.52	-0.21	0.1409	0.83691	0.464437	0.959261	1.36	0.27517	0	0	8025788	8025788	SMARCA4
6.65	-0.037	-0.069	-0.42	-0.79	0.67957	0.43789	0.850749	0.831436	0.31	0.73545	0	0	8025826	8025826	NA
8.58	0.281	0.167	1.81	1.07	0.08255	0.2929	0.398431	0.771611	1.65	0.21142	0	0	8025828	8025828	LDLR
6.57	0.005	0.024	0.09	0.47	0.92694	0.64475	0.972576	0.904256	0.12	0.88559	0	0	8025850	8025850	ANGPTL8
6.28	0.238	0.068	2.52	0.72	0.01852	0.48074	0.303378	0.84769	3.37	0.0506	0	0	8025868	8025868	CCDC159
6.95	0.146	0.119	2.11	1.72	0.04525	0.09719	0.352887	0.653894	2.52	0.1007	0	0	8025877	8025877	PLPPR2
6.52	0.074	-0.046	1.29	-0.8	0.2101	0.42948	0.534098	0.829972	2.22	0.12928	0	0	8025888	8025888	SWSAP1
9.79	-0.176	-0.079	-1.93	-0.87	0.06509	0.39169	0.381012	0.815301	1.87	0.17554	0	0	8025895	8025895	PRKCSH
6.45	0.31	-0.022	2.95	-0.21	0.00676	0.83527	0.275137	0.958683	6.25	0.00625	0	0	8025918	8025918	CNN1
6.27	-0.023	-0.066	-0.35	-1.01	0.73235	0.32099	0.881567	0.786737	0.53	0.59528	0	0	8025927	8025927	ZNF627
5.73	-0.17	-0.232	-2.23	-3.04	0.03468	0.00546	0.337073	0.396323	4.96	0.01528	0	0	8025945	8025945	ZNF441
5.56	0.009	-0.076	0.11	-0.98	0.91066	0.33798	0.96584	0.796316	0.72	0.49726	0	0	8025951	8025951	ZNF491
6.87	-0.236	-0.128	-1.7	-0.92	0.10121	0.36501	0.420496	0.805932	1.45	0.25337	0	0	8025958	8025958	ZNF440
5.85	-0.148	-0.312	-1.32	-2.79	0.19795	0.0098	0.520719	0.467772	3.91	0.03326	0	0	8025964	8025964	ZNF439
6.46	-0.187	-0.142	-1.78	-1.35	0.08672	0.18803	0.403003	0.721969	1.73	0.19754	0	0	8025968	8025968	ZNF69
7.37	-0.233	-0.24	-1.87	-1.92	0.07292	0.06567	0.390207	0.614802	2.4	0.11088	0	0	8025973	8025973	NA
6.11	-0.152	-0.28	-1.43	-2.63	0.16416	0.01421	0.487527	0.494883	3.48	0.04633	0	0	8025978	8025978	ZNF763
5.92	-0.121	-0.12	-1.05	-1.05	0.30143	0.30586	0.602494	0.777329	0.74	0.48943	0	0	8025984	8025984	ZNF844
7	-0.091	-0.109	-1	-1.2	0.32547	0.2417	0.622509	0.747031	0.83	0.4488	0	0	8025998	8025998	ZNF136
7.46	-0.073	-0.103	-0.92	-1.3	0.36779	0.20509	0.651092	0.729426	0.89	0.42182	0	0	8026007	8026007	ZNF791
6.43	-0.008	0.046	-0.14	0.78	0.89116	0.44209	0.957589	0.832435	0.49	0.61757	0	0	8026013	8026013	WDR83
8.19	0	0.041	0	0.37	0.99723	0.71609	0.99962	0.923237	0.09	0.91327	0	0	8026024	8026024	ASNA1
5.86	0.123	0.017	1.91	0.26	0.0679	0.79562	0.38279	0.946229	2.14	0.1387	0	0	8026035	8026035	BEST2
8.56	0.355	0.585	2.2	3.62	0.03751	0.00128	0.342627	0.2684	6.66	0.00474	0	0	8026047	8026047	JUNB
6.81	0.042	0.031	0.48	0.36	0.63249	0.72067	0.825116	0.925089	0.13	0.88155	0	0	8026051	8026051	RNASEH2A
6.36	0.041	-0.083	0.6	-1.21	0.5538	0.2382	0.777749	0.745859	1.7	0.20358	0	0	8026063	8026063	MAST1
6.72	0.101	0.097	1.98	1.9	0.05857	0.0693	0.372147	0.620467	2.51	0.1013	0	0	8026090	8026090	GCDH
10.09	-0.013	0.073	-0.14	0.79	0.88747	0.43866	0.956076	0.832196	0.5	0.61157	0	0	8026106	8026106	CALR
8.37	0.089	-0.029	1.29	-0.42	0.20738	0.68035	0.530927	0.91552	1.59	0.22335	0	0	8026122	8026122	RAD23A
6	0.009	0.046	0.16	0.81	0.87404	0.42572	0.950953	0.82984	0.37	0.696	0	0	8026133	8026133	DAND5
7.48	0.186	0.086	2.36	1.09	0.02608	0.28465	0.321286	0.768792	2.8	0.07981	0	0	8026139	8026139	NFIX
7.42	0.03	-0.074	0.4	-0.99	0.69015	0.32971	0.855641	0.79195	1.03	0.37011	0	0	8026155	8026155	NACC1
9.59	0.045	0.188	0.41	1.7	0.68522	0.10171	0.853118	0.659064	1.57	0.22749	0	0	8026163	8026163	IER2
7.37	0.076	0.078	0.95	0.98	0.35072	0.33748	0.639254	0.795734	0.62	0.54581	0	0	8026170	8026170	CCDC130
7.09	0.037	-0.113	0.34	-1.04	0.73433	0.30862	0.882339	0.77935	1.04	0.36948	0	0	8026182	8026182	MRI1
8.54	-0.041	-0.13	-0.45	-1.44	0.65673	0.16284	0.83748	0.705542	1.08	0.35427	0	0	8026193	8026193	C19orf53
6.99	0.092	0.147	1.3	2.09	0.20544	0.04704	0.528593	0.574868	2.22	0.129	0	0	8026198	8026198	ZSWIM4
6.62	0.013	-0.051	0.17	-0.65	0.8685	0.52326	0.947719	0.862579	0.37	0.69429	0	0	8026212	8026212	MIR181C
7.14	-0.003	0.001	-0.06	0.02	0.95653	0.98385	0.984705	0.995459	0	0.99696	0	0	8026214	8026214	NANOS3
7.24	0.111	0.074	2.13	1.43	0.04331	0.16574	0.35269	0.708059	2.35	0.11575	0	0	8026217	8026217	CC2D1A
7.66	0.064	0.073	1.06	1.2	0.30104	0.23954	0.602237	0.746837	0.86	0.43412	0	0	8026250	8026250	DCAF15
6.2	0.071	0.018	1.05	0.26	0.30475	0.79626	0.605103	0.946229	0.59	0.55922	0	0	8026265	8026265	RLN3
6.03	0.205	0.108	2.42	1.27	0.02329	0.21594	0.310859	0.734006	2.92	0.07236	0	0	8026272	8026272	NA
7.26	0.014	-0.021	0.18	-0.27	0.85764	0.78775	0.943928	0.945015	0.1	0.90149	0	0	8026292	8026292	NA
6.93	0.096	0.059	0.87	0.54	0.39024	0.59404	0.667348	0.887331	0.39	0.68162	0	0	8026294	8026294	NA
6.29	0.093	-0.016	0.87	-0.15	0.39516	0.88399	0.670855	0.971544	0.6	0.55733	0	0	8026298	8026298	NA
8.24	-0.039	0.034	-0.25	0.22	0.80215	0.82758	0.917195	0.955898	0.11	0.89432	0	0	8026300	8026300	ADGRE5
7.81	0.204	0.102	1.76	0.88	0.08978	0.38492	0.407104	0.814334	1.56	0.23048	0	0	8026315	8026315	PKN1
7.4	-0.116	-0.267	-0.65	-1.5	0.51899	0.14672	0.755309	0.691653	1.13	0.33981	0	0	8026339	8026339	SNRPG
10	0.165	0.349	1.38	2.93	0.17852	0.00708	0.503349	0.422595	4.3	0.02471	0	0	8026341	8026341	NA
6.25	-0.05	0.056	-0.67	0.76	0.5094	0.45412	0.749144	0.836589	1.02	0.37387	0	0	8026350	8026350	CLEC17A
7.44	0.149	0.155	1.77	1.84	0.0892	0.07692	0.406345	0.626877	2.18	0.13418	0	0	8026361	8026361	NA
5.92	0.088	0.164	1.28	2.37	0.21213	0.02574	0.535271	0.52669	2.81	0.07882	0	0	8026363	8026363	NA
6.25	-0.056	-0.059	-0.58	-0.62	0.56487	0.54267	0.783609	0.872297	0.24	0.78783	0	0	8026365	8026365	ZNF333
6.59	0.16	0.036	2.96	0.66	0.0066	0.51409	0.275137	0.860277	4.83	0.01676	0	0	8026390	8026390	CCDC105
5.89	0.02	0.069	0.23	0.79	0.81672	0.43913	0.923077	0.832339	0.33	0.72495	0	0	8026405	8026405	OR1I1
9.11	0.368	0.764	1.78	3.7	0.08715	0.00106	0.403632	0.26055	6.83	0.00424	0	0	8026407	8026407	SYDE1
6.34	0.061	0.005	0.79	0.07	0.43576	0.94846	0.699958	0.987532	0.39	0.68338	0	0	8026422	8026422	NA
5.59	0.081	0.073	1.27	1.13	0.21731	0.26917	0.538188	0.762065	0.97	0.39449	0	0	8026424	8026424	CYP4F22
9.86	-0.102	0.07	-0.98	0.68	0.33455	0.50448	0.629089	0.856953	1.39	0.26628	0	0	8026440	8026440	NA
6.03	-0.028	0.059	-0.39	0.82	0.70075	0.41871	0.86296	0.827878	0.76	0.47611	0	0	8026488	8026488	OR10H5
8.09	0.473	0.708	1.23	1.84	0.2293	0.07688	0.547771	0.626877	1.76	0.19167	0	0	8026490	8026490	UCA1
5.7	0.086	0.017	1.07	0.21	0.29679	0.83295	0.599495	0.958309	0.64	0.53789	0	0	8026496	8026496	LINC00661
5.58	-0.005	-0.085	-0.05	-1.03	0.95685	0.3144	0.984705	0.783692	0.67	0.52205	0	0	8026503	8026503	LINC00905
8.94	0.056	-0.065	0.88	-1.02	0.38904	0.31829	0.666376	0.785682	1.8	0.18619	0	0	8026513	8026513	TPM4
7.39	-0.101	-0.002	-0.84	-0.02	0.41121	0.98571	0.682098	0.996269	0.46	0.63915	0	0	8026520	8026520	NA
6.26	0.074	-0.022	0.94	-0.28	0.35404	0.78199	0.642321	0.9435	0.82	0.45077	0	0	8026533	8026533	NA
7.51	-0.179	0.014	-1.37	0.1	0.18163	0.91741	0.505217	0.979338	1.36	0.27454	0	0	8026541	8026541	FAM32A
7.57	0.005	0.022	0.07	0.31	0.94431	0.75749	0.980045	0.937527	0.05	0.94793	0	0	8026548	8026548	AP1M1
8.24	0.284	0.223	2.45	1.93	0.02146	0.06535	0.30672	0.613523	3.33	0.05192	0	0	8026564	8026564	KLF2
6.09	0.025	0.017	0.37	0.26	0.71431	0.79761	0.872025	0.946229	0.07	0.93055	0	0	8026568	8026568	C19orf44
6.25	0.151	0.119	2.26	1.78	0.03304	0.08704	0.333689	0.643135	2.83	0.078	0	0	8026579	8026579	TMEM38A
9.29	-0.069	-0.132	-0.51	-0.96	0.61764	0.34451	0.816455	0.798698	0.46	0.63377	0	0	8026610	8026610	SIN3B
6.38	0.125	0.073	1.68	0.98	0.10447	0.33659	0.424842	0.795493	1.43	0.25785	0	0	8026631	8026631	F2RL3
8.02	-0.002	-0.015	-0.04	-0.26	0.96745	0.80024	0.988537	0.946653	0.04	0.96305	0	0	8026638	8026638	MYO9B
7.29	-0.022	-0.022	-0.25	-0.26	0.80207	0.79772	0.917195	0.946229	0.04	0.95725	0	0	8026679	8026679	USE1
6.72	-0.028	0.078	-0.39	1.07	0.70168	0.29362	0.863674	0.771611	1.14	0.33451	0	0	8026687	8026687	OCEL1
6.04	0.059	0.018	0.42	0.13	0.67814	0.89675	0.84966	0.974164	0.09	0.91215	0	0	8026696	8026696	NA
8.17	-0.056	-0.035	-0.58	-0.36	0.57001	0.72113	0.786868	0.925089	0.17	0.84529	0	0	8026698	8026698	BABAM1
5.91	0.095	0.044	1.29	0.59	0.20821	0.55819	0.531457	0.875063	0.84	0.44514	0	0	8026712	8026712	ANKLE1
