A	Coef.BasalvsLP	Coef.BasalvsML	Coef.LPvsML	t.BasalvsLP	t.BasalvsML	t.LPvsML	p.value.BasalvsLP	p.value.BasalvsML	p.value.LPvsML	p.value.adj.BasalvsLP	p.value.adj.BasalvsML	p.value.adj.LPvsML	Res.BasalvsLP	Res.BasalvsML	Res.LPvsML	Genes.ENTREZID	Genes.SYMBOL
7.07	-3.832	-6.357	-2.525	-8.72	-15.91	-5.11	1e-05	0	0.00047	0.000175	1e-05	0.028354	-1	-1	-1	99887	Tmem56
4.35	-0.248	-1.298	-1.05	0	-1.98	-0.34	0.99929	0.04177	0.36975	1	0.158073	1	0	0	0	66789	Alg14
8.26	1.637	0.145	-1.493	3.73	0	-3.15	0.00293	0.99949	0.00685	0.015465	1	0.138658	1	0	0	71994	Cnn3
5.13	-1.785	-2.237	-0.452	-5.74	-9.12	0	0.00022	1e-05	0.99896	0.001709	0.000122	1	-1	-1	0	213603	Slc44a3
1.95	0.134	0.722	0.588	0	0	0	0.99759	0.86136	0.94024	1	1	1	0	0	0	319839	A530020G20Rik
-1.08	-2.056	-3.033	-0.978	-2.8	-5.67	0	0.01168	0.00024	0.52883	0.052515	0.001686	1	0	-1	0	100503044	A730020M07Rik
8.36	-1.713	-2.517	-0.804	-2.06	-4.28	0	0.03707	0.00136	0.71387	0.148292	0.007487	1	0	-1	0	14066	F3
6.37	-0.23	-0.059	0.171	0	0	0	0.99993	0.99999	0.99998	1	1	1	0	0	0	19299	Abcd3
4.93	-0.739	0.197	0.937	0	0	0	0.97691	0.99995	0.71674	1	1	1	0	0	0	214137	Arhgap29
-0.02	-0.492	-1.027	-0.536	0	-0.07	0	0.88831	0.47172	0.8866	1	1	1	0	0	0	11304	Abca4
5.7	1.381	0.69	-0.692	2.69	0	0	0.01371	0.97257	0.97512	0.060579	1	1	0	0	0	14630	Gclm
0.72	0.942	0.896	-0.047	0	0	0	0.54753	0.58762	0.98862	1	1	1	0	0	0	100503394	Gm17494
6.51	0.116	0.523	0.407	0	0	0	0.99937	0.98206	0.99514	1	1	1	0	0	0	99480	Dnttip2
4.89	0.926	0.574	-0.352	0	0	0	0.60582	0.93131	0.98297	1	1	1	0	0	0	29815	Bcar3
7.38	0.147	0.734	0.587	0	0	0	0.99986	0.95111	0.99344	1	1	1	0	0	0	214459	Fnbp1l
4.42	1.139	-0.063	-1.201	0.91	0	-1.39	0.19414	0.99995	0.10162	0.63132	1	0.932313	0	0	0	242202	Pde5a
5.62	-0.393	0.739	1.133	0	0	0.74	0.99415	0.8971	0.23889	1	1	1	0	0	0	99526	Usp53
2.36	6.577	6.119	-0.458	19.5	19.99	0	0	0	0.94236	5e-06	4e-06	1	1	1	0	118449	Synpo2
6.75	1.073	1.454	0.381	0.36	2.21	0	0.36487	0.0291	0.99445	1	0.114153	1	0	0	0	69608	Sec24d
4.55	-0.565	-0.309	0.256	0	0	0	0.9945	0.99961	0.99983	1	1	1	0	0	0	210529	Mettl14
1.94	2.856	4.006	1.15	4.75	6.88	0.33	0.00074	7e-05	0.37681	0.004739	0.000586	1	1	1	0	19142	Prss12
4.28	0.059	0.338	0.279	0	0	0	0.99996	0.99936	0.99969	1	1	1	0	0	0	69895	Snhg8
1.92	-6.773	-4.669	2.105	-11.16	-7	3.79	0	6e-05	0.00267	5.3e-05	0.000541	0.075661	-1	-1	0	22239	Ugt8a
0.13	2.186	5.533	3.347	3.36	8.74	4.53	0.00499	1e-05	0.00099	0.024649	0.00016	0.041919	1	1	1	271970	Arsj
0.95	-0.362	-0.546	-0.184	0	0	0	0.98792	0.96385	0.99746	1	1	1	0	0	0	100047282	Gm20568
5.09	-0.245	0.563	0.808	0	0	0	0.99984	0.99539	0.92306	1	1	1	0	0	0	108058	Camk2d
1.28	5.567	6.866	1.3	10.01	11.92	0.55	0	0	0.29994	8.8e-05	3.3e-05	1	1	1	0	109676	Ank2
5.46	0.032	0.739	0.706	0	0	0	0.99995	0.93253	0.95787	1	1	1	0	0	0	28036	Larp7
2.55	0.763	1.447	0.684	0	2.48	0	0.89246	0.01921	0.9379	1	0.078788	1	0	0	0	71643	Zgrf1
3.52	1.251	0.264	-0.986	0.54	0	0	0.30307	0.94771	0.51306	0.91809	1	1	0	0	0	71481	Alpk1
2.12	1.782	0.191	-1.591	2.22	0	-1.73	0.02872	0.98843	0.06109	0.117914	1	0.6641	0	0	0	211550	Tifa
4.89	0.141	0.1	-0.041	0	0	0	0.99994	0.99997	0.99999	1	1	1	0	0	0	211556	Ap1ar
2.01	-0.158	-0.081	0.077	0	0	0	0.99934	0.99974	0.99978	1	1	1	0	0	0	70617	5730508B09Rik
0.92	-0.326	1.27	1.596	0	0.41	0.93	0.87839	0.34944	0.19199	1	1	1	0	0	0	13809	Enpep
4.91	-0.978	-0.302	0.676	0	0	0	0.53527	0.98991	0.90392	1	1	1	0	0	0	170439	Elovl6
-0.46	-1.219	-1.103	0.117	-0.61	-0.29	0	0.27814	0.38975	0.99154	0.854077	1	1	0	0	0	13645	Egf
4.67	0.525	0.716	0.191	0	0	0	0.99692	0.97125	0.99991	1	1	1	0	0	0	68147	Gar1
3.09	-0.869	-0.313	0.556	0	0	0	0.71177	0.9917	0.96301	1	1	1	0	0	0	66350	Pla2g12a
4.33	0.661	0.279	-0.382	0	0	0	0.98856	0.99987	0.99964	1	1	1	0	0	0	12368	Casp6
6.5	-0.271	0.065	0.336	0	0	0	0.99969	0.99996	0.99963	1	1	1	0	0	0	99683	Sec24b
2.51	-1.669	1.461	3.13	-2.5	1.41	6.98	0.0185	0.09889	6e-05	0.079579	0.342411	0.012025	0	0	1	77018	Col25a1
5.07	0.546	0.125	-0.42	0	0	0	0.98815	0.99976	0.99714	1	1	1	0	0	0	66357	Ostc
2.6	0.4	0.65	0.25	0	0	0	0.9972	0.97081	0.99923	1	1	1	0	0	0	68436	Rpl34
6.21	0.182	0.045	-0.137	0	0	0	0.99992	0.99999	0.99997	1	1	1	0	0	0	15107	Hadh
7.24	-1.831	-2.574	-0.742	-2.04	-3.81	0	0.03781	0.00261	0.73939	0.150631	0.013318	1	0	-1	0	74442	Sgms2
7.64	-0.273	-0.28	-0.007	0	0	0	0.9998	0.99978	1	1	1	1	0	0	0	23971	Papss1
5.32	-0.345	-0.264	0.081	0	0	0	0.99947	0.99976	0.99997	1	1	1	0	0	0	13722	Aimp1
3.6	-0.597	-0.459	0.138	0	0	0	0.98677	0.99688	0.99988	1	1	1	0	0	0	271981	Tbck
4.41	-2.963	-3.012	-0.049	-12.02	-12.38	0	0	0	0.99997	3.6e-05	2.7e-05	1	-1	-1	0	114249	Npnt
4.12	0.064	0.233	0.169	0	0	0	0.99993	0.99961	0.99981	1	1	1	0	0	0	67553	Gstcd
4.7	-0.606	-0.45	0.156	0	0	0	0.99315	0.99887	0.99996	1	1	1	0	0	0	71793	Ints12
0.6	-5.407	-4.7	0.707	-13.32	-11.13	0	0	0	0.91248	2.3e-05	4.3e-05	1	-1	-1	0	77669	Arhgef38
4.46	-0.049	-0.767	-0.718	0	0	0	0.99989	0.90724	0.94508	1	1	1	0	0	0	74776	Ppa2
5.99	-0.825	-0.562	0.263	0	0	0	0.7193	0.91602	0.98779	1	1	1	0	0	0	214133	Tet2
0.37	-0.03	1.319	1.349	0	1.07	1.2	0.99897	0.15713	0.133	1	0.513805	1	0	0	0	319478	Cxxc4
-0.52	-4.166	-3.169	0.997	-3.84	-2.56	0	0.00262	0.01747	0.50889	0.01408	0.072321	1	-1	0	0	21338	Tacr3
3.66	2.936	3.021	0.085	8.8	9.39	0	1e-05	1e-05	0.99879	0.000167	0.000105	1	1	1	0	229841	Cenpe
-1.03	1.383	1.852	0.469	1.05	2.3	0	0.1632	0.02545	0.89612	0.543554	0.101648	1	0	0	0	69772	Bdh2
5.44	-0.226	-0.25	-0.024	0	0	0	0.99858	0.99835	0.99993	1	1	1	0	0	0	67006	Cisd2
3.07	0.057	0.412	0.355	0	0	0	0.99867	0.97635	0.98409	1	1	1	0	0	0	319587	4930539J05Rik
8.32	-0.358	-0.063	0.295	0	0	0	0.9996	0.99998	0.99987	1	1	1	0	0	0	66105	Ube2d3
5.17	-2.499	-3.767	-1.268	-10.58	-19.68	-2.22	0	0	0.02886	6.5e-05	4e-06	0.389001	-1	-1	0	110173	Manba
3.93	1.31	0.623	-0.686	2.47	0	0	0.01955	0.99371	0.98319	0.083461	1	1	0	0	0	668745	Oaz2-ps
8.63	-1.948	-0.947	1.001	-5.42	0	0.01	0.00032	0.61698	0.49791	0.002316	1	1	-1	0	0	18033	Nfkb1
1.86	2.296	2.271	-0.025	4.65	4.84	0	0.00083	0.00065	0.99887	0.005221	0.003953	1	1	1	0	67547	Slc39a8
6.83	-0.969	-0.391	0.578	0	0	0	0.59773	0.99948	0.99706	1	1	1	0	0	0	19055	Ppp3ca
0.29	2.562	1.435	-1.126	1.64	0.5	-0.13	0.07309	0.32648	0.47856	0.268975	0.964669	1	0	0	0	59308	Emcn
1.54	0.468	-0.36	-0.828	0	0	0	0.94674	0.97804	0.72196	1	1	1	0	0	0	73284	Ddit4l
2.19	0.697	1.026	0.33	0	0.14	0	0.92555	0.44644	0.99563	1	1	1	0	0	0	51788	H2afz
2.9	-0.046	-0.454	-0.408	0	0	0	0.99989	0.99533	0.99709	1	1	1	0	0	0	70604	Dnajb14
4.25	-0.048	0.257	0.305	0	0	0	0.99998	0.99979	0.99973	1	1	1	0	0	0	56692	Lamtor3
4.01	-4.028	-2.856	1.172	-11.41	-6.92	0.83	0	6e-05	0.21588	4.6e-05	0.000563	1	-1	-1	0	26377	Dapp1
2.93	-0.16	-0.632	-0.472	0	0	0	0.99939	0.97019	0.9936	1	1	1	0	0	0	17777	Mttp
3.94	0.388	0.596	0.208	0	0	0	0.99297	0.96452	0.99841	1	1	1	0	0	0	108943	Trmt10a
0.16	2.269	0.652	-1.617	2.42	0	-1.19	0.02128	0.77834	0.1347	0.090188	1	1	0	0	0	11529	Adh7
0.4	-0.806	-1.945	-1.139	0	-2.62	-0.41	0.68579	0.01538	0.3472	1	0.064374	1	0	0	0	11522	Adh1
6.32	0.004	-0.463	-0.467	0	0	0	1	0.99841	0.99889	1	1	1	0	0	0	11532	Adh5
6.47	-0.089	-0.321	-0.232	0	0	0	0.99838	0.98949	0.99598	1	1	1	0	0	0	75624	Metap1
6.68	0.365	0.371	0.007	0	0	0	0.99271	0.99232	0.99997	1	1	1	0	0	0	13684	Eif4e
4.03	2.356	2.885	0.529	6.39	8.79	0	0.00011	1e-05	0.96693	0.000944	0.00015	1	1	1	0	56224	Tspan5
6.08	0.925	0.854	-0.071	0	0	0	0.73889	0.88547	0.99999	1	1	1	0	0	0	229877	Rap1gds1
-0.31	2.122	1.811	-0.311	2.9	2.26	0	0.01003	0.02677	0.94281	0.045696	0.106131	1	1	0	0	22253	Unc5c
2.98	0.825	-1.59	-2.415	0	-2.33	-5.21	0.71538	0.02402	0.00041	1	0.096698	0.027701	0	0	-1	12167	Bmpr1b
7.26	0.041	-0.16	-0.2	0	0	0	0.99948	0.99753	0.99775	1	1	1	0	0	0	56376	Pdlim5
-0.24	0.462	0.735	0.272	0	0	0	0.84568	0.69644	0.91986	1	1	1	0	0	0	229898	Gbp5
4.06	1.346	1.078	-0.268	1.24	0.29	0	0.1248	0.3889	0.9863	0.429068	1	1	0	0	0	229900	Gbp7
2.36	-0.058	0.751	0.808	0	0	0	0.99919	0.8399	0.78381	1	1	1	0	0	0	55932	Gbp3
-0.37	-1.28	-1.878	-0.598	-0.72	-2.34	0	0.24754	0.02384	0.86445	0.773706	0.096005	1	0	0	0	14468	Gbp2b
5.78	-0.597	-1.539	-0.942	0	-3.95	0	0.99031	0.00215	0.66774	1	0.011208	1	0	-1	0	14469	Gbp2
2.98	0.559	0.198	-0.361	0	0	0	0.98144	0.99933	0.997	1	1	1	0	0	0	229905	Kyat3
5.1	0.065	0.053	-0.012	0	0	0	0.9998	0.99985	0.99997	1	1	1	0	0	0	229906	Gtf2b
7.23	-0.006	0.469	0.475	0	0	0	0.99999	0.99371	0.99558	1	1	1	0	0	0	109333	Pkn2
6.25	1.327	2.429	1.102	1.37	5.92	0.46	0.10395	0.00018	0.32997	0.367253	0.001333	1	0	1	0	16911	Lmo4
6.14	-0.226	-0.09	0.137	0	0	0	0.99993	0.99998	0.99998	1	1	1	0	0	0	23908	Hs2st1
7.46	0.436	-0.174	-0.611	0	0	0	0.99672	0.99966	0.98692	1	1	1	0	0	0	93684	Selenof
7	-0.273	-0.109	0.164	0	0	0	0.99942	0.99988	0.99987	1	1	1	0	0	0	54673	Sh3glb1
6.02	1.18	1.111	-0.069	0.41	0.26	0	0.3458	0.40229	0.98923	1	1	1	0	0	0	12722	Clca3a1
9.19	0.389	-0.989	-1.378	0	0	-1.46	0.97121	0.51486	0.09189	1	1	0.873811	0	0	0	80797	Clca3a2
1.39	0.998	0.1	-0.898	0	0	0	0.50268	0.9939	0.61698	1	1	1	0	0	0	229927	Clca3b
1	-4.013	-6.9	-2.887	-5.42	-10.93	-5.85	0.00033	0	2e-04	0.002374	4.9e-05	0.021179	-1	-1	-1	23844	Clca1
0.39	1.25	1.295	0.045	0.48	0.59	0	0.32163	0.2858	0.98744	0.962888	0.864286	1	0	0	0	229933	Clca2
4.39	-0.712	-0.439	0.273	0	0	0	0.87739	0.98002	0.9952	1	1	1	0	0	0	52184	Odf2l
3.96	0.229	0.464	0.235	0	0	0	0.99895	0.99267	0.99903	1	1	1	0	0	0	229937	Znhit6
10.06	-2.187	-0.416	1.771	-4.85	0	3.39	0.00064	0.98011	0.0048	0.004173	1	0.108949	-1	0	0	16007	Cyr61
1.15	-1.75	0.438	2.188	-3.44	0	5.4	0.00443	0.97549	0.00033	0.022241	1	0.025242	-1	0	1	100216343	Gm17501
6.93	-0.857	-0.187	0.67	0	0	0	0.82559	0.99978	0.98071	1	1	1	0	0	0	12042	Bcl10
3.9	-0.049	0.417	0.466	0	0	0	0.99995	0.9977	0.99678	1	1	1	0	0	0	66421	2410004B18Rik
4.19	2.789	3.076	0.287	11.31	13.21	0	0	0	0.99885	4.7e-05	2e-05	1	1	1	0	214804	Syde2
-0.77	5.664	4.629	-1.035	7.34	6.95	-0.05	4e-05	6e-05	0.4878	0.000456	0.000565	1	1	1	0	65086	Lpar3
5.26	-1.289	-1.464	-0.176	-2.48	-4	0	0.01927	0.00198	0.99997	0.082422	0.010465	1	0	-1	0	99167	Ssx2ip
3.05	-0.048	-0.464	-0.416	0	0	0	0.99987	0.99427	0.99645	1	1	1	0	0	0	74245	Ctbs
1.73	-0.465	0.009	0.474	0	0	0	0.95971	0.99972	0.96114	1	1	1	0	0	0	70951	Spata1
4.53	-0.469	-0.443	0.026	0	0	0	0.99798	0.99854	0.99999	1	1	1	0	0	0	14707	Gng5
4.89	-0.613	-0.358	0.255	0	0	0	0.97366	0.99729	0.99917	1	1	1	0	0	0	70285	Rpf1
-0.85	-4.699	-2.597	2.102	-7.91	-3.23	3.05	3e-05	0.00615	0.00796	0.000298	0.028391	0.154361	-1	-1	0	100286843	Gm16325
6.3	0.425	0.85	0.425	0	0	0	0.99917	0.86969	0.99946	1	1	1	0	0	0	18749	Prkacb
1.66	-1.736	-2.257	-0.521	-2.53	-4.48	0	0.01771	0.00104	0.95669	0.076368	0.005945	1	0	-1	0	70892	Ttll7
6.72	0.477	0.744	0.267	0	0	0	0.99902	0.97106	0.99994	1	1	1	0	0	0	99633	Adgrl2
0.98	2.09	1.475	-0.615	1.44	0.67	0	0.09628	0.26611	0.71928	0.343892	0.813789	1	0	0	0	170757	Adgrl4
0.97	-3.906	-2.306	1.599	-6.36	-2.74	1.64	0.00011	0.01281	0.0703	0.000982	0.054798	0.733842	-1	0	0	99899	Ifi44
4.84	-3.067	-5.576	-2.509	-4.91	-11.01	-4.58	0.00061	0	0.00092	0.00397	4.6e-05	0.040867	-1	-1	-1	54120	Gipc2
6.57	0.226	-0.337	-0.564	0	0	0	0.99864	0.99665	0.98335	1	1	1	0	0	0	67035	Dnajb4
6.42	0.293	0.256	-0.037	0	0	0	0.99472	0.99598	0.99976	1	1	1	0	0	0	51886	Fubp1
1.63	6.103	6.456	0.352	18.44	19.95	0	0	0	0.96442	7e-06	4e-06	1	1	1	0	68810	Nexn
4.75	-0.534	-0.232	0.302	0	0	0	0.99797	0.99991	0.99988	1	1	1	0	0	0	215708	Miga1
6.19	-0.076	0.21	0.286	0	0	0	0.99997	0.99988	0.99984	1	1	1	0	0	0	170822	Usp33
6.91	-0.033	0.561	0.594	0	0	0	0.99994	0.98736	0.98742	1	1	1	0	0	0	108946	Zzz3
-1.78	3.169	3.766	0.597	5.39	6.7	0	0.00034	8e-05	0.80341	0.002421	0.000681	1	1	1	0	229949	Ak5
5.29	0.753	0.048	-0.705	0	0	0	0.93671	0.99996	0.96791	1	1	1	0	0	0	329777	Pigk
6.47	-0.063	0.001	0.064	0	0	0	0.99999	1	1	1	1	1	0	0	0	19352	Rabggtb
5.89	-1.056	-0.705	0.351	-0.45	0	0	0.33165	0.9776	0.99975	0.987775	1	1	0	0	0	11364	Acadm
0.98	-0.333	-0.094	0.238	0	0	0	0.95571	0.99112	0.97532	1	1	1	0	0	0	209584	Tyw3
3.95	-0.417	-1.255	-0.839	0	-1.82	0	0.99796	0.05296	0.86719	1	0.195184	1	0	0	0	12972	Cryz
3.97	-1.029	-1.245	-0.216	-0.15	-1.33	0	0.44094	0.11088	0.99913	1	0.378103	1	0	0	0	75540	Fpgt
5.67	0.283	0.393	0.11	0	0	0	0.99955	0.99877	0.99994	1	1	1	0	0	0	53861	Zranb2
1.17	2.906	3.804	0.898	6.82	9.61	0	7e-05	1e-05	0.62143	0.00066	9.4e-05	1	1	1	0	107869	Cth
5.96	0.453	0.442	-0.01	0	0	0	0.99697	0.99732	0.99999	1	1	1	0	0	0	433667	Ankrd13c
7.44	-0.512	0.124	0.636	0	0	0	0.95157	0.99642	0.91622	1	1	1	0	0	0	69207	Srsf11
4.79	0.431	-0.08	-0.511	0	0	0	0.99924	0.99998	0.99862	1	1	1	0	0	0	67144	Lrrc40
0.07	6.762	5.21	-1.551	10.18	9.19	-0.92	0	1e-05	0.1925	8.3e-05	0.000122	1	1	1	0	624759	Gm20752
-0.35	4.139	3.624	-0.516	7.9	7.27	0	3e-05	5e-05	0.85814	0.000296	0.000432	1	1	1	0	76131	Depdc1a
7.31	1.353	0.634	-0.72	3.14	0	0	0.007	0.99399	0.9869	0.033188	1	1	1	0	0	68151	Wls
4.45	0.056	0.189	0.133	0	0	0	0.99996	0.99982	0.99991	1	1	1	0	0	0	72098	Tmem68
4.91	0.007	0.162	0.155	0	0	0	0.99971	0.99243	0.9939	1	1	1	0	0	0	116940	Tgs1
4.83	-3.498	-2.565	0.933	-12.22	-7.61	0	0	3e-05	0.64575	3.4e-05	0.00033	1	-1	-1	0	17096	Lyn
7.82	-0.199	-0.061	0.138	0	0	0	0.99994	0.99999	0.99998	1	1	1	0	0	0	67427	Rps20
0.89	-3.25	-1.593	1.657	-6.53	-1.64	2.29	9e-05	0.07018	0.02559	0.000846	0.251801	0.357687	-1	0	0	56711	Plag1
3.52	-0.57	0.044	0.614	0	0	0	0.98502	0.9999	0.97934	1	1	1	0	0	0	66433	Chchd7
1.63	1.635	3.392	1.757	1.6	5.29	1.63	0.07394	0.00038	0.07109	0.271697	0.002477	0.73992	0	1	0	18619	Penk
6.62	0.593	0.346	-0.247	0	0	0	0.99332	0.99952	0.99989	1	1	1	0	0	0	242291	Impad1
2.09	0.629	0.911	0.281	0	0	0	0.83359	0.59548	0.96077	1	1	1	0	0	0	242297	Fam110b
3.54	0.534	0.256	-0.279	0	0	0	0.99567	0.99979	0.99971	1	1	1	0	0	0	68053	Ubxn2b
8.7	-0.923	-0.81	0.113	0	0	0	0.67617	0.86108	0.99985	1	1	1	0	0	0	53378	Sdcbp
5.61	0.484	0.112	-0.372	0	0	0	0.99906	0.99998	0.99982	1	1	1	0	0	0	18201	Nsmaf
0.56	3.846	4.312	0.466	10.66	11.98	0	0	0	0.94036	6.3e-05	3.1e-05	1	1	1	0	252838	Tox
4.9	-1.382	-0.42	0.963	-2.81	0	0	0.0115	0.99849	0.61066	0.051795	1	1	0	0	0	12319	Car8
6.8	-0.014	-0.067	-0.053	0	0	0	1	0.99999	1	1	1	1	0	0	0	59021	Rab2a
6.37	0.564	1.099	0.535	0	0.72	0	0.99364	0.24482	0.99683	1	0.757348	1	0	0	0	320790	Chd7
6.52	3.215	2.725	-0.49	14.98	11.84	0	0	0	0.99731	1.3e-05	3.2e-05	1	1	1	0	65973	Asph
-2.56	4.046	5.639	1.593	6.9	9.85	1.15	7e-05	1e-05	0.14309	0.000629	8.4e-05	1	1	1	0	242316	Gdf6
3.55	0.803	-0.08	-0.883	0	0	0	0.81511	0.99955	0.71334	1	1	1	0	0	0	67157	2610301B20Rik
5.47	-1.393	-0.889	0.504	-2.48	0	0	0.01902	0.74825	0.99502	0.081501	1	1	0	0	0	71801	Plekhf2
2.12	-0.02	0.439	0.459	0	0	0	0.99974	0.98092	0.97868	1	1	1	0	0	0	76947	Ndufaf6
8.54	-3.969	-4.736	-0.767	-8.4	-10.33	0	2e-05	0	0.73909	0.000214	6.3e-05	1	-1	-1	0	60599	Trp53inp1
1.1	0.356	1.031	0.676	0	0.13	0	0.98669	0.45027	0.88765	1	1	1	0	0	0	12448	Ccne2
5.43	-0.039	0.382	0.421	0	0	0	0.99993	0.99736	0.99716	1	1	1	0	0	0	72656	Ints8
4.46	-0.272	-0.159	0.113	0	0	0	0.99953	0.99984	0.99992	1	1	1	0	0	0	381510	Dpy19l4
7.4	-0.963	-0.788	0.174	0	0	0	0.63218	0.95841	0.99998	1	1	1	0	0	0	207920	Esrp1
2.18	-0.503	0.191	0.695	0	0	0	0.96514	0.99533	0.88557	1	1	1	0	0	0	634834	Gm11821
6.43	0.142	0.337	0.195	0	0	0	0.99996	0.99976	0.99996	1	1	1	0	0	0	66185	1110037F02Rik
1.22	1.969	1.964	-0.005	4.6	4.76	0	0.00089	0.00072	0.99994	0.005517	0.004316	1	1	1	0	623474	Rad54b
7.55	1.701	1.629	-0.072	4.84	4.33	0	0.00065	0.00127	0.99997	0.004229	0.007064	1	1	1	0	14579	Gem
1.66	-1.067	-3.742	-2.676	-0.15	-6.84	-4.52	0.44351	7e-05	0.00099	1	0.000605	0.041919	0	-1	-1	12557	Cdh17
3.95	-0.058	0.03	0.088	0	0	0	0.9994	0.99971	0.99922	1	1	1	0	0	0	381511	Pdp1
3.96	0.475	-0.579	-1.053	0	0	-0.43	0.99808	0.99575	0.33765	1	1	1	0	0	0	329795	Tmem67
3.06	-0.505	-0.073	0.431	0	0	0	0.95735	0.99823	0.97645	1	1	1	0	0	0	77604	Rbm12b2
2.41	-0.013	0.399	0.412	0	0	0	0.99978	0.98304	0.98221	1	1	1	0	0	0	72397	Rbm12b1
3.87	1.72	1.081	-0.639	4.56	0.55	0	0.00094	0.29852	0.97537	0.00575	0.894753	1	1	0	0	68099	Fam92a
1.3	2.629	1.234	-1.395	5.58	0.96	-1.36	0.00027	0.18243	0.10607	0.001996	0.585983	0.963153	1	0	0	208820	Triqk
5.84	-0.494	-0.519	-0.024	0	0	0	0.99676	0.99587	0.99999	1	1	1	0	0	0	100039988	Gm11826
5.01	0.589	0.704	0.115	0	0	0	0.98814	0.96129	0.9999	1	1	1	0	0	0	72201	Otud6b
4.36	0.559	0.421	-0.138	0	0	0	0.9934	0.99861	0.99991	1	1	1	0	0	0	72519	Tmem55a
5.09	1.222	2.238	1.015	1.4	7.57	0.1	0.09935	3e-05	0.46254	0.353148	0.00034	1	0	1	0	100201	Tmem64
5.52	0.081	-0.47	-0.551	0	0	0	0.99994	0.99756	0.9955	1	1	1	0	0	0	67460	Decr1
4.26	0.242	0.508	0.266	0	0	0	0.99988	0.99817	0.99987	1	1	1	0	0	0	27354	Nbn
4.75	-1.239	-0.156	1.083	-1.14	0	0.42	0.14417	0.99815	0.34398	0.486799	1	1	0	0	0	209212	Osgin2
2.72	1.128	0.943	-0.185	0.68	0	0	0.25767	0.61998	0.99879	0.80025	1	1	0	0	0	192656	Ripk2
2.82	-5.827	-3.783	2.044	-13.64	-7.71	4.44	0	3e-05	0.0011	2e-05	0.000312	0.044842	-1	-1	1	17389	Mmp16
6.43	-0.335	-0.529	-0.194	0	0	0	0.99977	0.99812	0.99996	1	1	1	0	0	0	70568	Cpne3
2.9	-0.91	-0.456	0.454	0	0	0	0.70971	0.99571	0.99693	1	1	1	0	0	0	66302	Rmdn1
5.03	0.242	1.358	1.117	0	2.29	0.78	0.99947	0.0259	0.22925	1	0.103189	1	0	0	0	107568	Wwp1
3.37	-5.146	-2.939	2.207	-12.41	-5.64	4.83	0	0.00025	0.00066	3.2e-05	0.001748	0.034566	-1	-1	1	50500	Ttpa
5.21	-1.713	-0.899	0.814	-5.76	0	0	0.00022	0.77971	0.92751	0.001665	1	1	-1	0	0	14590	Ggh
-2.95	6.87	7.745	0.875	8.57	9.84	0	2e-05	1e-05	0.58361	0.000204	8.9e-05	1	1	1	0	269513	Nkain3
4.19	-0.027	-0.2	-0.173	0	0	0	0.99989	0.999	0.9993	1	1	1	0	0	0	51813	Ccnc
0.03	1.801	0.62	-1.181	1.67	0	-0.38	0.06695	0.80716	0.35678	0.248716	1	1	0	0	0	77032	Tstd3
4.74	0.539	0.913	0.374	0	0	0	0.98799	0.69278	0.99761	1	1	1	0	0	0	77593	Usp45
6.23	-0.256	-0.212	0.043	0	0	0	0.95894	0.96758	0.99525	1	1	1	0	0	0	66625	Pnisr
3.09	0.955	0.254	-0.701	0	0	0	0.58024	0.99712	0.90295	1	1	1	0	0	0	230027	Coq3
4.77	0.526	1.524	0.998	0	3.09	0	0.98988	0.00753	0.5047	1	0.034052	1	0	1	0	76132	Faxc
4.4	-1.11	-0.785	0.325	-0.57	0	0	0.2925	0.85146	0.99726	0.891989	1	1	0	0	0	269514	Fbxl4
3.14	1.527	1.004	-0.524	2.79	0.02	0	0.01186	0.49198	0.98214	0.053202	1	1	0	0	0	212377	Mms22l
3.91	0.66	1.087	0.427	0	0.34	0	0.88801	0.37282	0.97103	1	1	1	0	0	0	68493	Ndufaf4
5.13	-0.658	-0.282	0.375	0	0	0	0.98612	0.99975	0.99958	1	1	1	0	0	0	67490	Ufl1
3.71	-4.588	-2.194	2.393	-15.82	-5.08	7.56	0	0.00048	3e-05	1.1e-05	0.003035	0.0104	-1	-1	1	14348	Fut9
4.03	0.32	0.222	-0.098	0	0	0	0.9996	0.99986	0.99996	1	1	1	0	0	0	242362	Manea
3.32	0.827	2.328	1.501	0	5.31	2.01	0.76592	0.00037	0.03963	1	0.002412	0.487312	0	1	0	13841	Epha7
6.72	0.146	0.341	0.195	0	0	0	0.99991	0.99943	0.99991	1	1	1	0	0	0	26409	Map3k7
4.42	-0.472	0.806	1.278	0	0	1.14	0.96892	0.76573	0.14431	1	1	1	0	0	0	12014	Bach2
4.35	-0.279	-0.146	0.133	0	0	0	0.98689	0.99513	0.99629	1	1	1	0	0	0	26885	Casp8ap2
7.46	-0.262	0.233	0.495	0	0	0	0.99969	0.99977	0.99812	1	1	1	0	0	0	100019	Mdn1
2.81	-0.137	-0.944	-0.806	0	0	0	0.99924	0.6211	0.85018	1	1	1	0	0	0	108755	Lyrm2
2.23	3.353	2.403	-0.951	10.06	6.98	0	0	6e-05	0.57891	8.3e-05	0.000533	1	1	1	0	140577	Ankrd6
1.8	3.132	3.968	0.837	10.25	13.45	0	0	0	0.74337	7.5e-05	1.9e-05	1	1	1	0	52187	Rragd
2.1	-0.664	0.184	0.848	0	0	0	0.93608	0.99823	0.77088	1	1	1	0	0	0	100504166	4933421O10Rik
