A	Coef	t	p.value	p.value.adj	F	F.p.value	PEvsC	Genes.ProbeID	Genes.EntrezGeneID	Genes.GeneSymbol
5.33	0.084	0.25	0.8028	0.954021	0.06	0.8028	0	NA	NA	NA
9.23	0.424	1.31	0.21207	0.662481	1.72	0.21207	0	A_24_P280868	85002	FAM86B1
13.24	0.05	0.16	0.87712	0.971935	0.02	0.87712	0	A_23_P48307	5042	PABPC3
2.94	0.375	1.37	0.19354	0.644658	1.88	0.19354	0	NA	NA	NA
9.35	-0.469	-1.01	0.33124	0.751464	1.02	0.33124	0	NA	NA	NA
3.58	0.219	0.35	0.73492	0.932599	0.12	0.73492	0	NA	NA	NA
7.7	-0.201	-0.35	0.7286	0.930914	0.13	0.7286	0	NA	NA	NA
7.64	0.187	0.38	0.70706	0.924004	0.15	0.70706	0	NA	NA	NA
3.56	-0.708	-2.12	0.05354	0.446015	4.51	0.05354	0	NA	NA	NA
4.38	1.123	3.68	0.00275	0.159207	13.57	0.00275	0	NA	NA	NA
3.32	-0.26	-0.67	0.51543	0.851489	0.45	0.51543	0	NA	NA	NA
8.92	0.337	0.81	0.43077	0.81328	0.66	0.43077	0	A_24_P358321	NA	
6.66	0.483	0.96	0.35529	0.767396	0.92	0.35529	0	NA	NA	NA
11.5	0.446	1.34	0.20418	0.654045	1.79	0.20418	0	NA	NA	NA
5.57	0.916	2.22	0.04459	0.422033	4.94	0.04459	0	NA	NA	NA
7.27	-0.084	-0.2	0.84792	0.965774	0.04	0.84792	0	A_23_P66872	50628	GEMIN4
10.02	0.06	0.12	0.90472	0.977199	0.01	0.90472	0	NA	NA	NA
3.44	0.052	0.18	0.86093	0.969037	0.03	0.86093	0	NA	NA	NA
8.31	-0.432	-0.84	0.41542	0.804352	0.71	0.41542	0	NA	NA	NA
12.96	0.103	0.31	0.7599	0.942233	0.1	0.7599	0	NA	NA	NA
3.24	-0.284	-0.78	0.44769	0.82195	0.61	0.44769	0	A_23_P159709	50943	FOXP3
3.62	0.069	0.14	0.88884	0.974563	0.02	0.88884	0	NA	NA	NA
6.25	-0.263	-0.67	0.5152	0.851441	0.45	0.5152	0	NA	NA	NA
4.24	0.693	2.03	0.06341	0.470926	4.12	0.06341	0	NA	NA	NA
7.67	0.412	1.23	0.24083	0.687265	1.51	0.24083	0	NA	NA	NA
8.46	-0.514	-1.48	0.16273	0.615284	2.19	0.16273	0	NA	NA	NA
4.15	0.474	1.35	0.19948	0.650052	1.83	0.19948	0	NA	NA	NA
8.75	0.93	2.27	0.04075	0.407934	5.16	0.04075	0	NA	NA	NA
6.3	-0.664	-0.76	0.45817	0.827807	0.58	0.45817	0	NA	NA	NA
10.86	-0.188	-0.55	0.58916	0.881746	0.31	0.58916	0	NA	NA	NA
13.05	-0.363	-0.9	0.38583	0.787365	0.81	0.38583	0	NA	NA	NA
11.24	-0.702	-1.21	0.24899	0.693955	1.46	0.24899	0	NA	NA	NA
4.18	-0.028	-0.05	0.95963	0.991135	0	0.95963	0	NA	NA	NA
5.46	0.075	0.16	0.87746	0.972034	0.02	0.87746	0	A_23_P152234	146225	CMTM2
5.9	-0.028	-0.06	0.95355	0.990003	0	0.95355	0	NA	NA	NA
7.85	-0.611	-0.79	0.44279	0.81986	0.63	0.44279	0	NA	NA	NA
8.66	-0.637	-1.33	0.20644	0.656216	1.77	0.20644	0	A_23_P170649	157869	RPESP
8.56	0.545	1.34	0.20417	0.654045	1.79	0.20417	0	NA	NA	NA
6.05	-0.409	-0.84	0.41668	0.804757	0.7	0.41668	0	NA	NA	NA
2.96	-0.38	-1.12	0.28215	0.720089	1.26	0.28215	0	NA	NA	NA
8.25	0.016	0.04	0.96733	0.992145	0	0.96733	0	A_32_P5276	26084	SGEF
3.93	0.005	0.02	0.98804	0.996997	0	0.98804	0	NA	NA	NA
14.37	0.171	0.66	0.52277	0.855518	0.43	0.52277	0	NA	NA	NA
3.79	-0.862	-2.1	0.05602	0.450661	4.4	0.05602	0	NA	NA	NA
11.9	0.669	2.18	0.04826	0.432226	4.75	0.04826	0	NA	NA	NA
7.2	-0.82	-1.14	0.27644	0.716176	1.29	0.27644	0	A_24_P402080	4155	MBP
7.98	-0.426	-0.61	0.5505	0.86737	0.38	0.5505	0	NA	NA	NA
3.22	0.124	0.17	0.86598	0.970284	0.03	0.86598	0	A_24_P143171	83604	TMEM47
8.71	0.576	1.59	0.13696	0.585405	2.51	0.13696	0	NA	NA	NA
3.81	0.682	1.84	0.08923	0.520525	3.37	0.08923	0	NA	NA	NA
7.43	-0.201	-0.5	0.62228	0.894359	0.25	0.62228	0	A_23_P211110	6493	SIM2
11.11	-0.159	-0.56	0.583	0.879435	0.32	0.583	0	A_24_P706314	220988	HNRPA3
8.76	0.09	0.15	0.88441	0.973713	0.02	0.88441	0	NA	NA	NA
7.27	0.127	0.47	0.64689	0.904288	0.22	0.64689	0	A_24_P7179	23181	DIP2A
3.16	0.816	2.45	0.02935	0.369017	5.99	0.02935	0	NA	NA	NA
8.17	0.839	1.78	0.0982	0.533109	3.17	0.0982	0	NA	NA	NA
9.28	1.414	4.06	0.00135	0.119422	16.46	0.00135	0	NA	NA	NA
9.8	-0.216	-0.56	0.58498	0.880443	0.31	0.58498	0	NA	NA	NA
7.69	0.543	1.69	0.11491	0.555613	2.85	0.11491	0	NA	NA	NA
3.42	-0.67	-2.07	0.05871	0.458407	4.29	0.05871	0	NA	NA	NA
4.27	-0.278	-0.67	0.516	0.851811	0.45	0.516	0	A_23_P328545	2568	GABRP
9.94	0.686	1.81	0.09393	0.527811	3.27	0.09393	0	A_23_P143120	6868	ADAM17
4.18	0.59	1.55	0.14524	0.595222	2.4	0.14524	0	NA	NA	NA
2.94	0.876	2.09	0.05699	0.453674	4.36	0.05699	0	NA	NA	NA
9.66	0.253	0.95	0.35873	0.770392	0.91	0.35873	0	NA	NA	NA
10.82	0.34	1.22	0.24375	0.689122	1.49	0.24375	0	NA	NA	NA
3.2	1.106	1.83	0.09033	0.521866	3.35	0.09033	0	NA	NA	NA
4.09	0.365	0.85	0.41013	0.800364	0.72	0.41013	0	NA	NA	NA
11.59	0.254	0.53	0.60263	0.887379	0.28	0.60263	0	NA	NA	NA
7.18	0.614	1.39	0.1884	0.64049	1.93	0.1884	0	NA	NA	NA
4.74	-0.014	-0.03	0.97319	0.993327	0	0.97319	0	A_24_P89426	55937	APOM
9.16	-0.022	-0.07	0.94797	0.98856	0	0.94797	0	NA	NA	NA
6.15	-0.262	-0.61	0.55401	0.86811	0.37	0.55401	0	NA	NA	NA
6.85	-0.241	-0.6	0.5604	0.870762	0.36	0.5604	0	A_24_P297888	4507	MTAP
4.93	0.805	2.83	0.01429	0.290826	7.99	0.01429	0	A_23_P34066	3581	IL9R
6.4	0.322	1.02	0.32828	0.749244	1.03	0.32828	0	NA	NA	NA
6.05	0.09	0.27	0.79452	0.951412	0.07	0.79452	0	NA	NA	NA
8.73	-0.055	-0.14	0.88808	0.974371	0.02	0.88808	0	A_23_P12896	2188	FANCF
10.08	-1.147	-1.96	0.07214	0.488996	3.83	0.07214	0	NA	NA	NA
9.08	-0.255	-0.61	0.55311	0.867847	0.37	0.55311	0	NA	NA	NA
7.22	0.586	1.96	0.07226	0.489174	3.83	0.07226	0	NA	NA	NA
6.38	0.015	0.01	0.98831	0.997059	0	0.98831	0	NA	NA	NA
11.72	-0.115	-0.4	0.69745	0.920296	0.16	0.69745	0	NA	NA	NA
9.12	-0.226	-0.71	0.49222	0.843266	0.5	0.49222	0	NA	NA	NA
4.26	0.14	0.38	0.71156	0.925202	0.14	0.71156	0	NA	NA	NA
10.16	-0.398	-1.1	0.28924	0.725016	1.22	0.28924	0	NA	NA	NA
9.96	-1.079	-3.27	0.00606	0.21713	10.7	0.00606	0	NA	NA	NA
3.43	-0.097	-0.19	0.849	0.965832	0.04	0.849	0	NA	NA	NA
4.01	-1.162	-1.73	0.10673	0.546078	3	0.10673	0	NA	NA	NA
6.25	-0.839	-2.67	0.01933	0.323801	7.12	0.01933	0	NA	NA	NA
12.86	-1.339	-2.88	0.01293	0.282022	8.28	0.01293	0	A_23_P137366	713	C1QB
4.16	0.044	0.14	0.89254	0.974902	0.02	0.89254	0	NA	NA	NA
9.31	-0.03	-0.1	0.92388	0.982872	0.01	0.92388	0	NA	NA	NA
5.42	0.328	0.57	0.57537	0.876229	0.33	0.57537	0	NA	NA	NA
8.73	-0.663	-1.62	0.12907	0.575485	2.63	0.12907	0	A_24_P942132	122553	TRAPPC6B
7.4	-0.234	-0.6	0.56082	0.870762	0.36	0.56082	0	A_23_P69537	10874	NMU
3.63	-1.513	-1.78	0.09786	0.532311	3.18	0.09786	0	NA	NA	NA
6.45	0.603	1.89	0.08193	0.506481	3.55	0.08193	0	NA	NA	NA
9.51	-0.478	-1.35	0.19931	0.649845	1.83	0.19931	0	NA	NA	NA
5.96	0.541	1.69	0.11482	0.555597	2.86	0.11482	0	NA	NA	NA
4.99	1.767	4.16	0.00113	0.109981	17.27	0.00113	0	NA	NA	NA
2.84	-0.503	-1.09	0.29562	0.730075	1.19	0.29562	0	NA	NA	NA
4.9	-0.34	-0.58	0.57372	0.875491	0.33	0.57372	0	NA	NA	NA
4.12	-0.006	-0.02	0.98776	0.996969	0	0.98776	0	NA	NA	NA
10.99	0.128	0.43	0.67356	0.912284	0.19	0.67356	0	A_24_P67552	731058	LOC731058
10.3	-0.389	-1.36	0.19837	0.648944	1.84	0.19837	0	NA	NA	NA
11.2	-0.25	-0.65	0.52636	0.856638	0.42	0.52636	0	NA	NA	NA
4.98	-0.21	-0.42	0.68232	0.914708	0.18	0.68232	0	NA	NA	NA
5.84	0.514	1.12	0.28487	0.722364	1.24	0.28487	0	NA	NA	NA
8.31	0.255	0.71	0.48726	0.840536	0.51	0.48726	0	NA	NA	NA
4.61	-0.063	-0.12	0.9044	0.977199	0.01	0.9044	0	A_23_P86731	8187	ZNF239
2.86	0.446	1.2	0.25114	0.695824	1.44	0.25114	0	A_23_P256965	83656	C8orf12
4.79	0.113	0.27	0.79189	0.950922	0.07	0.79189	0	NA	NA	NA
5.16	0.721	1.73	0.10726	0.546994	2.99	0.10726	0	NA	NA	NA
3.91	0.242	0.42	0.68024	0.914337	0.18	0.68024	0	NA	NA	NA
12.01	-0.281	-0.62	0.54479	0.865037	0.39	0.54479	0	NA	NA	NA
3.29	0.215	0.51	0.61914	0.893515	0.26	0.61914	0	NA	NA	NA
10.97	0.655	1.39	0.18696	0.639088	1.94	0.18696	0	NA	NA	NA
7.95	0.408	0.99	0.34048	0.758165	0.98	0.34048	0	NA	NA	NA
7.97	-0.276	-0.49	0.63111	0.897669	0.24	0.63111	0	NA	NA	NA
12.51	0.163	0.62	0.54596	0.865176	0.38	0.54596	0	A_23_P150255	10432	RBM14
11.21	-0.194	-0.68	0.50605	0.848657	0.47	0.50605	0	A_23_P213883	25836	NIPBL
8.94	0.604	1.35	0.20103	0.652726	1.81	0.20103	0	NA	NA	NA
9.99	-0.017	-0.05	0.96163	0.991246	0	0.96163	0	A_24_P50458	7013	TERF1
4.5	0.616	1.14	0.27515	0.715146	1.3	0.27515	0	NA	NA	NA
8.49	0.12	0.3	0.77229	0.945611	0.09	0.77229	0	NA	NA	NA
13.9	-0.287	-0.91	0.37729	0.782174	0.84	0.37729	0	A_23_P29630	28972	SPCS1
3.25	0.176	0.45	0.65721	0.907654	0.21	0.65721	0	NA	NA	NA
7.2	0.011	0.02	0.98748	0.996915	0	0.98748	0	A_23_P416711	256435	ST6GALNAC3
4.59	0.461	1.37	0.19373	0.644737	1.88	0.19373	0	NA	NA	NA
4.68	-0.343	-0.65	0.5242	0.856264	0.43	0.5242	0	NA	NA	NA
10.87	-0.158	-0.47	0.64718	0.904306	0.22	0.64718	0	NA	NA	NA
3.18	0.717	1.8	0.09571	0.529372	3.23	0.09571	0	NA	NA	NA
10.38	-0.032	-0.08	0.93641	0.985721	0.01	0.93641	0	NA	NA	NA
10.64	-0.362	-0.72	0.48254	0.838421	0.52	0.48254	0	A_32_P197489	51621	KLF13
11.6	-0.133	-0.51	0.61829	0.89351	0.26	0.61829	0	NA	NA	NA
2.62	0.18	0.35	0.7325	0.931819	0.12	0.7325	0	NA	NA	NA
3.67	0.714	1.54	0.14735	0.598239	2.37	0.14735	0	NA	NA	NA
9.17	-0.38	-1.15	0.27103	0.711422	1.32	0.27103	0	NA	NA	NA
6.47	0.389	0.88	0.39632	0.793731	0.77	0.39632	0	NA	NA	NA
7.61	0.118	0.25	0.80277	0.954021	0.06	0.80277	0	NA	NA	NA
2.99	-0.597	-1.89	0.08182	0.506457	3.56	0.08182	0	NA	NA	NA
6.85	0.025	0.08	0.93709	0.985841	0.01	0.93709	0	NA	NA	NA
9.23	-0.109	-0.41	0.6896	0.917303	0.17	0.6896	0	A_23_P167194	1060	CENPC1
3.13	0.603	1.25	0.23181	0.681395	1.57	0.23181	0	A_32_P176911	145200	C14orf72
5.76	-0.395	-0.85	0.40858	0.799523	0.73	0.40858	0	NA	NA	NA
10.89	-1.116	-3.11	0.0082	0.242117	9.7	0.0082	0	NA	NA	NA
5.47	0.004	0.01	0.99192	0.997869	0	0.99192	0	NA	NA	NA
3.11	0.867	3.1	0.00845	0.245054	9.61	0.00845	0	NA	NA	NA
7.34	-0.723	-1.53	0.14874	0.599817	2.36	0.14874	0	NA	NA	NA
6.12	0.563	1.69	0.11554	0.556814	2.84	0.11554	0	NA	NA	NA
7.48	0.211	0.54	0.60136	0.887196	0.29	0.60136	0	NA	NA	NA
4.19	-0.347	-0.93	0.36883	0.776616	0.87	0.36883	0	NA	NA	NA
3.25	0.965	3.11	0.00834	0.244341	9.65	0.00834	0	NA	NA	NA
3.8	-0.359	-1.3	0.21701	0.667136	1.68	0.21701	0	NA	NA	NA
7.94	0.405	1.03	0.324	0.747132	1.05	0.324	0	NA	NA	NA
10.92	-0.298	-0.66	0.51873	0.853425	0.44	0.51873	0	NA	NA	NA
8.9	-0.908	-0.96	0.3548	0.767041	0.92	0.3548	0	A_24_P18105	444	ASPH
5.02	0.248	0.59	0.56266	0.871279	0.35	0.56266	0	NA	NA	NA
2.99	-0.498	-1.47	0.16581	0.618852	2.16	0.16581	0	NA	NA	NA
5.9	0.085	0.18	0.85799	0.968427	0.03	0.85799	0	NA	NA	NA
7.87	-0.274	-0.54	0.59911	0.886501	0.29	0.59911	0	A_24_P116606	51741	WWOX
7.94	0.122	0.29	0.77652	0.946488	0.08	0.77652	0	A_24_P401830	NA	
4.71	0.146	0.44	0.66997	0.911044	0.19	0.66997	0	NA	NA	NA
3.94	0.694	1.89	0.08109	0.504842	3.58	0.08109	0	NA	NA	NA
5.4	-0.653	-0.98	0.3433	0.759938	0.97	0.3433	0	NA	NA	NA
5.77	-0.021	-0.05	0.96459	0.991691	0	0.96459	0	NA	NA	NA
6.92	-0.356	-0.96	0.35667	0.768643	0.91	0.35667	0	NA	NA	NA
11.95	0.504	1.15	0.26924	0.71059	1.33	0.26924	0	NA	NA	NA
8.56	-1.615	-2.07	0.05881	0.458953	4.29	0.05881	0	A_23_P58588	6586	SLIT3
4.52	0.625	1.63	0.12692	0.572537	2.66	0.12692	0	NA	NA	NA
3.65	0.675	1.2	0.25184	0.696239	1.44	0.25184	0	NA	NA	NA
4.23	0.346	0.97	0.34767	0.763298	0.95	0.34767	0	NA	NA	NA
3.57	0.051	0.1	0.91973	0.98197	0.01	0.91973	0	NA	NA	NA
10.49	-0.778	-1.84	0.08838	0.518644	3.39	0.08838	0	NA	NA	NA
6.37	0.987	2.39	0.0326	0.380459	5.72	0.0326	0	NA	NA	NA
9.33	-0.076	-0.23	0.81963	0.958484	0.05	0.81963	0	A_23_P168812	221786	C7orf38
8.91	-0.358	-0.59	0.56549	0.872107	0.35	0.56549	0	NA	NA	NA
11.01	-0.873	-2.51	0.02594	0.355749	6.31	0.02594	0	A_24_P393740	2533	FYB
6.5	-0.097	-0.18	0.86166	0.969037	0.03	0.86166	0	NA	NA	NA
11.76	-0.5	-1.06	0.30948	0.73901	1.12	0.30948	0	NA	NA	NA
3.08	1.151	3.76	0.00239	0.150295	14.12	0.00239	0	NA	NA	NA
9.52	0.565	1.5	0.15713	0.609734	2.25	0.15713	0	NA	NA	NA
5.9	-0.087	-0.14	0.8886	0.974448	0.02	0.8886	0	NA	NA	NA
9.67	0.445	1.58	0.13911	0.587567	2.48	0.13911	0	NA	NA	NA
10.09	0.066	0.19	0.84841	0.965832	0.04	0.84841	0	A_23_P315843	57727	NCOA5
4.39	0.307	0.82	0.42586	0.810062	0.68	0.42586	0	NA	NA	NA
9.1	0.591	1.6	0.13432	0.581974	2.55	0.13432	0	NA	NA	NA
7.81	0.467	1.57	0.14014	0.589057	2.47	0.14014	0	NA	NA	NA
11.49	-0.468	-1.8	0.09474	0.528889	3.25	0.09474	0	A_24_P261005	114926	C8orf40
2.94	0.789	2.57	0.02348	0.344954	6.58	0.02348	0	NA	NA	NA
4.78	-1.324	-1.5	0.1576	0.610317	2.25	0.1576	0	NA	NA	NA
5.53	0.275	0.49	0.63401	0.898898	0.24	0.63401	0	NA	NA	NA
10.63	0.034	0.08	0.93504	0.985099	0.01	0.93504	0	A_24_P910297	2801	GOLGA2
10.1	-2.502	-1.81	0.09397	0.527833	3.26	0.09397	0	A_23_P75283	5950	RBP4
8.43	-1.068	-1.96	0.07134	0.487013	3.85	0.07134	0	A_23_P306507	3845	KRAS
8.31	-1.697	-2.14	0.05181	0.439757	4.58	0.05181	0	NA	NA	NA
2.95	-0.321	-0.55	0.58885	0.881686	0.31	0.58885	0	NA	NA	NA
9.11	-0.267	-0.64	0.53522	0.860194	0.41	0.53522	0	NA	NA	NA
3.8	-0.265	-0.5	0.62275	0.894509	0.25	0.62275	0	NA	NA	NA
4.31	-0.001	0	0.99751	0.999533	0	0.99751	0	NA	NA	NA
9.34	-0.147	-0.41	0.68707	0.916134	0.17	0.68707	0	NA	NA	NA
4.42	-0.928	-1.81	0.094	0.52785	3.26	0.094	0	NA	NA	NA
5	-0.882	-1.14	0.27331	0.713036	1.31	0.27331	0	NA	NA	NA
9.38	-0.887	-1.77	0.0998	0.536568	3.14	0.0998	0	NA	NA	NA
3.8	0.398	0.97	0.34817	0.763609	0.95	0.34817	0	A_23_P321466	92960	PEX11G
9.66	-1.11	-2.8	0.01499	0.297163	7.85	0.01499	0	NA	NA	NA
9.21	-0.206	-0.58	0.57103	0.874706	0.34	0.57103	0	NA	NA	NA
3.8	0.107	0.24	0.81409	0.95679	0.06	0.81409	0	NA	NA	NA
11	0.149	0.5	0.62529	0.895439	0.25	0.62529	0	NA	NA	NA
8.28	0.339	0.87	0.4003	0.795751	0.76	0.4003	0	NA	NA	NA
3.2	-0.4	-1.19	0.25471	0.698878	1.42	0.25471	0	NA	NA	NA
8.18	-0.1	-0.15	0.88105	0.972821	0.02	0.88105	0	A_23_P138835	823	CAPN1
3.08	0.971	2.89	0.0126	0.280587	8.36	0.0126	0	NA	NA	NA
3.56	-0.887	-2.39	0.03274	0.381228	5.71	0.03274	0	NA	NA	NA
9.16	-0.357	-1.04	0.31914	0.744819	1.07	0.31914	0	NA	NA	NA
13.66	0.281	1.05	0.31319	0.741188	1.1	0.31319	0	A_23_P46470	54206	ERRFI1
4.81	0.424	0.39	0.70382	0.922831	0.15	0.70382	0	NA	NA	NA
4.5	-0.527	-1.23	0.24128	0.687649	1.51	0.24128	0	A_23_P161135	3953	LEPR
4.1	0.037	0.08	0.94083	0.986657	0.01	0.94083	0	NA	NA	NA
10.46	0.067	0.21	0.83565	0.962716	0.04	0.83565	0	A_32_P216734	389517	LOC389517
7.86	-0.4	-1.14	0.27682	0.716398	1.29	0.27682	0	A_24_P56484	84312	BRMS1L
4.61	0.549	1.48	0.16178	0.614507	2.2	0.16178	0	NA	NA	NA
5.15	-0.196	-0.47	0.64943	0.905025	0.22	0.64943	0	NA	NA	NA
3.45	0.714	1.43	0.17558	0.627684	2.05	0.17558	0	NA	NA	NA
6.18	0.338	0.69	0.50151	0.846936	0.48	0.50151	0	NA	NA	NA
9.26	0.57	2	0.06652	0.477544	4.01	0.06652	0	A_24_P330773	10241	CALCOCO2
11.16	-0.361	-1.19	0.25364	0.698196	1.43	0.25364	0	NA	NA	NA
10.61	-0.012	-0.03	0.97325	0.993327	0	0.97325	0	NA	NA	NA
11.42	-0.007	-0.02	0.98053	0.995114	0	0.98053	0	NA	NA	NA
5.53	0.673	1.29	0.21908	0.668688	1.67	0.21908	0	NA	NA	NA
9.05	0.395	1.12	0.28395	0.721566	1.25	0.28395	0	NA	NA	NA
10.95	-1.091	-3.46	0.00425	0.19011	11.95	0.00425	0	A_24_P178631	NA	
11.86	0.779	2.43	0.03036	0.373391	5.9	0.03036	0	NA	NA	NA
6.61	-0.142	-0.46	0.65583	0.907174	0.21	0.65583	0	A_23_P333592	284306	ZNF547
3.18	0.322	0.76	0.45965	0.828143	0.58	0.45965	0	NA	NA	NA
6.13	-1.842	-3.53	0.00372	0.181911	12.44	0.00372	0	NA	NA	NA
8.82	-0.939	-1.42	0.1788	0.631454	2.02	0.1788	0	NA	NA	NA
4.87	0.297	0.85	0.41268	0.801848	0.72	0.41268	0	NA	NA	NA
8.62	-0.402	-1.19	0.25569	0.699678	1.41	0.25569	0	NA	NA	NA
10.8	0.181	0.67	0.51259	0.850405	0.45	0.51259	0	NA	NA	NA
3	0.273	0.79	0.44562	0.821024	0.62	0.44562	0	NA	NA	NA
8.14	0.583	1.15	0.26901	0.710237	1.33	0.26901	0	NA	NA	NA
6.33	-0.083	-0.26	0.79704	0.951959	0.07	0.79704	0	NA	NA	NA
12.25	0.512	1.55	0.14609	0.5968	2.39	0.14609	0	NA	NA	NA
4.65	0.474	1.49	0.15917	0.61215	2.23	0.15917	0	A_23_P38206	84316	LSMD1
12.29	0.12	0.4	0.69825	0.920462	0.16	0.69825	0	NA	NA	NA
5.76	-1.668	-4.22	0.001	0.107762	17.8	0.001	0	A_32_P48134	220115	LOC220115
8.71	-0.53	-1.45	0.17168	0.624383	2.09	0.17168	0	NA	NA	NA
9.36	0.154	0.5	0.62352	0.894823	0.25	0.62352	0	NA	NA	NA
3.21	-0.417	-1.43	0.17648	0.628636	2.04	0.17648	0	NA	NA	NA
11.52	-0.027	-0.1	0.92237	0.982872	0.01	0.92237	0	A_23_P86570	310	ANXA7
9.78	0.222	0.56	0.58497	0.880443	0.31	0.58497	0	A_23_P138025	54707	ATPBD1B
7.64	0.035	0.1	0.92444	0.982872	0.01	0.92444	0	NA	NA	NA
5.01	-1.203	-3.17	0.00737	0.232148	10.05	0.00737	0	NA	NA	NA
12.14	-0.089	-0.28	0.78331	0.948453	0.08	0.78331	0	A_24_P785293	23642	SNHG1
4.71	0.077	0.15	0.88527	0.974091	0.02	0.88527	0	NA	NA	NA
10.49	0.399	1.1	0.29187	0.726645	1.21	0.29187	0	NA	NA	NA
4.91	-0.921	-2.08	0.05735	0.454762	4.35	0.05735	0	NA	NA	NA
10.49	-0.152	-0.5	0.62726	0.89642	0.25	0.62726	0	NA	NA	NA
8.66	0.681	2.43	0.0301	0.37275	5.92	0.0301	0	A_24_P390668	752	FMNL1
3.86	2.009	4.79	0.00035	0.064087	22.96	0.00035	0	NA	NA	NA
5.13	0.136	0.39	0.70352	0.922822	0.15	0.70352	0	A_32_P99753	90288	C3orf25
3.84	-0.578	-1.4	0.18583	0.638251	1.95	0.18583	0	NA	NA	NA
9.1	-0.395	-0.25	0.80505	0.954434	0.06	0.80505	0	NA	NA	NA
4.71	-0.479	-1.44	0.17419	0.626102	2.07	0.17419	0	NA	NA	NA
3.17	0.342	1.04	0.3183	0.744439	1.08	0.3183	0	NA	NA	NA
6.68	0.491	1.01	0.33232	0.75234	1.01	0.33232	0	NA	NA	NA
3.04	-0.915	-2.85	0.01371	0.286779	8.11	0.01371	0	NA	NA	NA
3.68	0.511	0.97	0.35093	0.765235	0.94	0.35093	0	A_24_P115932	11251	GPR44
6.53	-0.317	-0.96	0.35368	0.766072	0.93	0.35368	0	NA	NA	NA
4.55	0.858	2.47	0.02824	0.364502	6.09	0.02824	0	NA	NA	NA
5.74	0.145	0.43	0.67258	0.911907	0.19	0.67258	0	NA	NA	NA
10.67	-0.13	-0.44	0.66548	0.910177	0.2	0.66548	0	NA	NA	NA
5.1	-0.508	-0.97	0.34961	0.764487	0.94	0.34961	0	A_23_P111517	64409	WBSCR17
10.03	0.067	0.17	0.8653	0.970116	0.03	0.8653	0	NA	NA	NA
7.68	-0.661	-1.48	0.16398	0.616663	2.18	0.16398	0	NA	NA	NA
2.95	-0.182	-0.43	0.67139	0.911482	0.19	0.67139	0	NA	NA	NA
6.47	-0.357	-0.77	0.45667	0.826701	0.59	0.45667	0	NA	NA	NA
7.08	-1.175	-1.62	0.12914	0.575611	2.63	0.12914	0	NA	NA	NA
3.68	1.12	2.25	0.04226	0.415002	5.07	0.04226	0	A_23_P63432	54933	RHBDL2
6.53	0.434	1.38	0.19081	0.642391	1.9	0.19081	0	NA	NA	NA
4.98	0.466	1.19	0.25621	0.700157	1.41	0.25621	0	NA	NA	NA
4	0.318	0.62	0.54673	0.865582	0.38	0.54673	0	NA	NA	NA
4.57	0.604	1.39	0.18702	0.639241	1.94	0.18702	0	NA	NA	NA
14.51	0.227	0.7	0.49421	0.844228	0.49	0.49421	0	A_23_P90143	23521	RPL13A
6.2	-2.269	-2.33	0.03631	0.393522	5.45	0.03631	0	A_23_P501193	3773	KCNJ16
12.29	-0.569	-1.54	0.14765	0.598808	2.37	0.14765	0	A_23_P143127	27436	EML4
4.16	1.189	3.5	0.00392	0.183648	12.24	0.00392	0	NA	NA	NA
5.68	0.025	0.07	0.94329	0.9873	0.01	0.94329	0	NA	NA	NA
4.28	1.024	2.84	0.01386	0.287757	8.08	0.01386	0	NA	NA	NA
2.81	-0.266	-0.47	0.64798	0.904397	0.22	0.64798	0	NA	NA	NA
3.58	0.436	0.56	0.586	0.880676	0.31	0.586	0	NA	NA	NA
8.66	0.059	0.18	0.86118	0.969037	0.03	0.86118	0	NA	NA	NA
6.96	-0.385	-0.72	0.48626	0.839928	0.51	0.48626	0	NA	NA	NA
2.49	0.366	0.7	0.49437	0.844289	0.49	0.49437	0	NA	NA	NA
2.74	0.147	0.37	0.71682	0.926756	0.14	0.71682	0	NA	NA	NA
3.1	0.135	0.33	0.74579	0.936841	0.11	0.74579	0	A_24_P257511	635	BHMT
10.23	0.432	1.01	0.3324	0.75234	1.01	0.3324	0	NA	NA	NA
6.33	-0.171	-0.31	0.76147	0.942647	0.1	0.76147	0	NA	NA	NA
9.69	0.286	0.81	0.43004	0.81289	0.66	0.43004	0	A_23_P210379	55738	ARFGAP1
11.46	-0.221	-0.68	0.50933	0.849422	0.46	0.50933	0	A_23_P28638	55041	PLEKHB2
5.82	-0.554	-0.73	0.47791	0.836959	0.53	0.47791	0	NA	NA	NA
9.14	0.611	1.42	0.17991	0.632748	2.01	0.17991	0	NA	NA	NA
11.5	0.109	0.26	0.79896	0.952497	0.07	0.79896	0	NA	NA	NA
3.63	1.095	2.71	0.01788	0.313177	7.34	0.01788	0	NA	NA	NA
11.89	0.056	0.14	0.8889	0.97458	0.02	0.8889	0	NA	NA	NA
3.59	-0.057	-0.16	0.87215	0.971447	0.03	0.87215	0	NA	NA	NA
12.54	-0.017	-0.05	0.96036	0.991193	0	0.96036	0	A_23_P47497	54948	MRPL16
8.98	0.164	0.53	0.60535	0.888027	0.28	0.60535	0	NA	NA	NA
5.66	0.193	0.48	0.64154	0.901634	0.23	0.64154	0	A_23_P35444	9118	INA
6.8	-0.394	-0.89	0.38845	0.7892	0.8	0.38845	0	A_24_P316005	9910	RABGAP1L
9.71	-0.013	-0.03	0.97293	0.993327	0	0.97293	0	NA	NA	NA
