probe	pvalue	adj.pvalue	symbol	probe	entrez	group
213926_s_at	0.53721	0.999858	AGFG1	213926_s_at	3267	
213927_at	0.27653	0.999858	MAP3K9	213927_at	4293	
213928_s_at	0.80722	0.999858	AGFG1	213928_s_at	3267	
213929_at	0.40375	0.999858	EXPH5	213929_at	23086	
213932_x_at	0.89157	0.999858	HLA-A	213932_x_at	3105	
213933_at	0.00461	0.398336	PTGER3	213933_at	5733	
213935_at	0.82511	0.999858	ABHD5	213935_at	51099	
213936_x_at	0.71759	0.999858	SFTPB	213936_x_at	6439	
213937_s_at	0.26958	0.999858	FTSJ1	213937_s_at	24140	
213939_s_at	0.40155	0.999858	RUFY3	213939_s_at	22902	
213940_s_at	0.59485	0.999858	FNBP1	213940_s_at	23048	
213941_x_at	0.45	0.999858	RPS7	213941_x_at	6201	
213942_at	0.37533	0.999858	MEGF6	213942_at	1953	
213943_at	0.46337	0.999858	TWIST1	213943_at	7291	
213944_x_at	0.97418	0.999858	GNA11	213944_x_at	2767	
213945_s_at	0.85124	0.999858	NUP210	213945_s_at	23225	
213946_s_at	0.32189	0.999858	OBSL1	213946_s_at	23363	
213947_s_at	0.61194	0.999858	NUP210	213947_s_at	23225	
213948_x_at	0.37386	0.999858	CADM3	213948_x_at	57863	
213949_s_at	0.85304	0.999858	DOHH	213949_s_at	83475	
213950_s_at	0.64693	0.999858	PPP3CC	213950_s_at	5533	
213952_s_at	0.97552	0.999858	ALOX5	213952_s_at	240	
213953_at	0.8421	0.999858	KRT20	213953_at	54474	
213955_at	0.88154	0.999858	MYOZ3	213955_at	91977	
213956_at	0.81271	0.999858	CEP350	213956_at	9857	
213957_s_at	0.65153	0.999858	CEP350	213957_s_at	9857	
213958_at	0.82975	0.999858	CD6	213958_at	923	
213960_at	0.57119	0.999858	NTRK3	213960_at	4916	
213962_s_at	0.54658	0.999858	ANKLE2	213962_s_at	23141	
213963_s_at	0.63544	0.999858	SAP30	213963_s_at	8819	
213965_s_at	0.8501	0.999858	CHD5	213965_s_at	26038	
213967_at	0.98044	0.999858	RALYL	213967_at	138046	
213969_x_at	0.72505	0.999858	RPL29	213969_x_at	6159	
213970_at	0.52636	0.999858	RABL3	213970_at	285282	
213971_s_at	0.75444	0.999858	SUZ12 /// SUZ12P1	213971_s_at	NA	
213972_at	0.46717	0.999858	RP11-79P5.2	213972_at	NA	
213973_at	0.98493	0.999858	RRBP1	213973_at	6238	
213974_at	0.81304	0.999858	ADAMTSL3	213974_at	57188	
213975_s_at	0.22735	0.999858	LYZ	213975_s_at	4069	
213976_at	0.70387	0.999858	CIZ1	213976_at	25792	
213977_s_at	0.92455	0.999858	CIZ1	213977_s_at	25792	
213978_at	0.644	0.999858	MTSS1L	213978_at	92154	
213979_s_at	0.50853	0.999858		213979_s_at	NA	
213980_s_at	0.65826	0.999858	CTBP1	213980_s_at	1487	
213981_at	0.87996	0.999858	COMT	213981_at	1312	
213982_s_at	0.99639	0.999858	RABGAP1L	213982_s_at	9910	
213983_s_at	0.31165	0.999858	PDS5A	213983_s_at	23244	
213986_s_at	0.17201	0.999858	TMEM259	213986_s_at	91304	
213987_s_at	0.60742	0.999858	CDK13	213987_s_at	8621	
213988_s_at	0.21248	0.999858	SAT1	213988_s_at	6303	
213989_x_at	0.66951	0.999858	SETD4	213989_x_at	54093	
213990_s_at	0.82962	0.999858	PAK7	213990_s_at	NA	
213991_s_at	0.93733	0.999858	HS3ST1	213991_s_at	9957	
213992_at	0.46981	0.999858	COL4A6	213992_at	1288	
213995_at	0.62599	0.999858	ATP5S	213995_at	27109	
213996_at	0.81978	0.999858	YPEL1	213996_at	29799	
213998_s_at	0.05149	0.949859	DDX17	213998_s_at	10521	
213999_at	0.43838	0.999858	YIPF4	213999_at	84272	
214000_s_at	0.02616	0.77948	RGS10	214000_s_at	6001	
214001_x_at	0.35238	0.999858	RPS10	214001_x_at	6204	
214002_at	0.75533	0.999858	MYL6	214002_at	4637	
214003_x_at	0.96933	0.999858	RPS20 /// SNORD54	214003_x_at	NA	
214004_s_at	0.6067	0.999858	VGLL4	214004_s_at	9686	
214005_at	0.12525	0.999858	GGCX	214005_at	2677	
214006_s_at	0.0537	0.954771	GGCX	214006_s_at	2677	
214007_s_at	0.17895	0.999858	TWF1	214007_s_at	5756	
214008_at	0.70771	0.999858	TWF1	214008_at	5756	
214009_at	0.95281	0.999858	MSL3	214009_at	10943	
214010_s_at	0.36362	0.999858	ATP9B	214010_s_at	374868	
214011_s_at	0.82133	0.999858	NOP16	214011_s_at	51491	
214012_at	0.75281	0.999858	ERAP1	214012_at	51752	
214013_s_at	0.1012	0.999858	TBC1D1	214013_s_at	23216	
214014_at	0.22764	0.999858	CDC42EP2	214014_at	10435	
214015_at	0.72588	0.999858	SOCS7	214015_at	30837	
214016_s_at	0.43416	0.999858	SFPQ	214016_s_at	6421	
214017_s_at	0.37904	0.999858	DHX34	214017_s_at	9704	
214018_at	0.38716	0.999858	GRIP1	214018_at	23426	
214019_at	0.51568	0.999858		214019_at	NA	
214020_x_at	0.12746	0.999858	ITGB5	214020_x_at	3693	
214022_s_at	0.30326	0.999858	IFITM1	214022_s_at	8519	
214025_at	0.98185	0.999858	DDX28	214025_at	55794	
214027_x_at	0.95098	0.999858	DES /// SUPT20H	214027_x_at	NA	
214028_x_at	0.94004	0.999858	TDRD3	214028_x_at	81550	
214030_at	0.25168	0.999858	CRYBG3	214030_at	131544	
214031_s_at	0.74416	0.999858	KRT7	214031_s_at	3855	
214032_at	0.64876	0.999858	ZAP70	214032_at	7535	
214033_at	0.87252	0.999858	ABCC6 /// ABCC6P1 /// ABCC6P2 /// LOC101930322	214033_at	NA	
214035_x_at	0.32044	0.999858	LOC399491	214035_x_at	NA	
214036_at	0.65418	0.999858	EFNA5	214036_at	1946	
214037_s_at	0.99148	0.999858	CCDC22	214037_s_at	28952	
214038_at	0.62879	0.999858	CCL8	214038_at	6355	
214039_s_at	0.2299	0.999858	LAPTM4B	214039_s_at	55353	
214040_s_at	0.61986	0.999858	GSN	214040_s_at	2934	
214041_x_at	0.51877	0.999858	RPL37A	214041_x_at	6168	
214042_s_at	0.46871	0.999858	RPL22	214042_s_at	6146	
214043_at	0.10392	0.999858	PTPRD	214043_at	5789	
214044_at	0.11541	0.999858	RYR2	214044_at	6262	
214047_s_at	0.79098	0.999858	MBD4	214047_s_at	8930	
214049_x_at	0.55051	0.999858	CD7	214049_x_at	924	
214050_at	0.17242	0.999858		214050_at	NA	
214051_at	0.18442	0.999858	TMSB15A /// TMSB15B	214051_at	NA	
214052_x_at	0.43002	0.999858	PRRC2C	214052_x_at	23215	
214053_at	0.91932	0.999858	ERBB4	214053_at	2066	
214054_at	0.36429	0.999858	DOK2	214054_at	9046	
214055_x_at	0.24506	0.999858	PRRC2C	214055_x_at	23215	
214056_at	0.79692	0.999858	MCL1	214056_at	4170	
214057_at	0.30702	0.999858	MCL1	214057_at	4170	
214058_at	0.01947	0.72348	MYCL	214058_at	4610	
214059_at	0.50948	0.999858	IFI44	214059_at	10561	
214060_at	0.2752	0.999858	SSBP1	214060_at	6742	
214062_x_at	0.56578	0.999858	NFKBIB	214062_x_at	4793	
214063_s_at	0.71669	0.999858	TF	214063_s_at	7018	
214064_at	0.91751	0.999858	TF	214064_at	7018	
214065_s_at	0.5592	0.999858	CIB2	214065_s_at	10518	
214066_x_at	0.19722	0.999858	NPR2	214066_x_at	4882	
214067_at	0.32427	0.999858	TSR3	214067_at	115939	
214068_at	0.04964	0.936766	BEAN1	214068_at	146227	
214069_at	0.45447	0.999858	ACSM2A /// ACSM2B	214069_at	NA	
214070_s_at	0.89672	0.999858	ATP10B	214070_s_at	23120	
214072_x_at	0.87579	0.999858	NENF	214072_x_at	29937	
214073_at	0.06079	0.976974	CTTN	214073_at	2017	
214074_s_at	0.38375	0.999858	CTTN	214074_s_at	2017	
214075_at	0.47028	0.999858	NENF	214075_at	29937	
214076_at	0.13423	0.999858	GFOD2	214076_at	81577	
214077_x_at	0.13017	0.999858	MEIS3P1	214077_x_at	4213	
214079_at	0.04554	0.919017	DHRS2	214079_at	10202	
214080_x_at	0.77833	0.999858	PRKCSH	214080_x_at	5589	
214081_at	0.85833	0.999858	PLXDC1	214081_at	57125	
214082_at	0.9292	0.999858	CA5B	214082_at	11238	
214084_x_at	0.88552	0.999858	NCF1	214084_x_at	653361	
214085_x_at	0.0727	0.999858	GLIPR1	214085_x_at	11010	
214086_s_at	0.4941	0.999858	PARP2	214086_s_at	10038	
214088_s_at	0.90927	0.999858	FUT3	214088_s_at	2525	
214091_s_at	0.0812	0.999858	GPX3	214091_s_at	2878	
214092_x_at	0.18664	0.999858	SUGP2	214092_x_at	10147	
214093_s_at	0.21007	0.999858	FUBP1	214093_s_at	8880	
214094_at	0.72659	0.999858	FUBP1	214094_at	8880	
214095_at	0.75174	0.999858	SHMT2	214095_at	6472	
214096_s_at	0.99572	0.999858	SHMT2	214096_s_at	6472	
214097_at	0.66745	0.999858	RPS21	214097_at	6227	
214099_s_at	0.47817	0.999858	LOC100996724 /// LOC100996761 /// LOC101929792 /// LOC101930416 /// PDE4DIP	214099_s_at	NA	
214100_x_at	0.60476	0.999858	NSUN5P1	214100_x_at	155400	
214101_s_at	0.47753	0.999858	NPEPPS	214101_s_at	9520	
214102_at	0.32856	0.999858		214102_at	NA	
214103_s_at	0.83244	0.999858	RAP2A	214103_s_at	5911	
214104_at	0.77489	0.999858	GPR161	214104_at	23432	
214106_s_at	0.77985	0.999858	GMDS	214106_s_at	2762	
214107_x_at	0.00189	0.254601	LOC440434	214107_x_at	440434	
214108_at	0.91249	0.999858	MAX	214108_at	4149	
214109_at	0.71891	0.999858	LRBA	214109_at	987	
214110_s_at	0.64463	0.999858	LOC645166 /// LOC654342	214110_s_at	NA	
214112_s_at	0.01792	0.706273	CXorf40A /// CXorf40B	214112_s_at	NA	
214113_s_at	0.18447	0.999858	RBM8A	214113_s_at	9939	
214114_x_at	0.01387	0.644297	FASTK	214114_x_at	10922	
214115_at	0.66926	0.999858	VAMP5	214115_at	10791	
214116_at	0.5718	0.999858	BTD	214116_at	686	
214118_x_at	0.71414	0.999858	PCM1	214118_x_at	5108	
214119_s_at	0.22591	0.999858	FKBP1A /// LOC101929368	214119_s_at	NA	
214122_at	0.96932	0.999858	PDLIM7	214122_at	9260	
214124_x_at	0.47172	0.999858	FGFR1OP	214124_x_at	11116	
214125_s_at	0.8889	0.999858	NENF	214125_s_at	29937	
214126_at	0.78105	0.999858		214126_at	NA	
214127_s_at	0.95231	0.999858	SRRT	214127_s_at	51593	
214128_at	0.64542	0.999858	DAGLA	214128_at	747	
214129_at	0.98344	0.999858	LOC100996724 /// LOC100996761 /// LOC101929792 /// LOC101930416 /// PDE4DIP	214129_at	NA	
214130_s_at	0.57533	0.999858	LOC100996724 /// LOC100996761 /// LOC101929792 /// LOC101930416 /// PDE4DIP	214130_s_at	NA	
214132_at	0.83392	0.999858	ATP5C1	214132_at	509	
214133_at	0.90772	0.999858	MUC6	214133_at	4588	
214135_at	0.91064	0.999858	CLDN18	214135_at	51208	
214137_at	0.16353	0.999858	PTPRJ	214137_at	5795	
214138_at	0.39256	0.999858	ZNF79	214138_at	7633	
214139_at	0.94234	0.999858	ARID4B	214139_at	51742	
214141_x_at	0.50989	0.999858	SRSF7	214141_x_at	6432	
214142_at	0.47028	0.999858	ZG16	214142_at	653808	
214143_x_at	0.96073	0.999858	RPL24	214143_x_at	6152	
214145_s_at	0.49583	0.999858	SPTB	214145_s_at	6710	
214146_s_at	0.89709	0.999858	PPBP	214146_s_at	5473	
214147_at	0.576	0.999858	MROH7	214147_at	374977	
214148_at	0.67414	0.999858	ITFG2 /// LOC100507424	214148_at	NA	
214149_s_at	0.95015	0.999858	ATP6V0E1	214149_s_at	8992	
214150_x_at	0.77989	0.999858	ATP6V0E1	214150_x_at	8992	
214151_s_at	0.76969	0.999858	CCPG1 /// DYX1C1-CCPG1	214151_s_at	NA	
214153_at	0.48492	0.999858	ELOVL5	214153_at	60481	
214154_s_at	0.24725	0.999858	PKP2	214154_s_at	5318	
214155_s_at	0.40784	0.999858	LARP4	214155_s_at	113251	
214157_at	0.32058	0.999858	GNAS	214157_at	2778	
214158_s_at	0.34452	0.999858	PRDM10	214158_s_at	56980	
214162_at	0.55253	0.999858	ASXL3	214162_at	80816	
214163_at	0.23217	0.999858	HSPB11	214163_at	51668	
214164_x_at	0.74836	0.999858	CA12	214164_x_at	771	
214166_at	0.38656	0.999858	SDHB	214166_at	6390	
214167_s_at	0.13335	0.999858	RPLP0	214167_s_at	6175	
214168_s_at	0.54599	0.999858	TJP1	214168_s_at	7082	
214170_x_at	0.87239	0.999858	FH	214170_x_at	2271	
214171_s_at	0.63488	0.999858	U2AF2	214171_s_at	11338	
214172_x_at	0.77055	0.999858	RYK	214172_x_at	6259	
214173_x_at	0.15956	0.999858	URI1	214173_x_at	8725	
214174_s_at	0.33386	0.999858	PDLIM4	214174_s_at	8572	
214175_x_at	0.78812	0.999858	PDLIM4	214175_x_at	8572	
214176_s_at	0.82982	0.999858		214176_s_at	NA	
214177_s_at	0.3773	0.999858	PBXIP1	214177_s_at	57326	
214178_s_at	0.81318	0.999858	SOX2	214178_s_at	6657	
214179_s_at	0.57127	0.999858	NFE2L1	214179_s_at	4779	
214180_at	7.00E-05	0.038927	MAN1C1	214180_at	57134	
214181_x_at	0.59897	0.999858	LST1	214181_x_at	7940	
214182_at	0.78471	0.999858		214182_at	NA	
214183_s_at	0.83922	0.999858	TKTL1	214183_s_at	8277	
214184_at	0.79471	0.999858	NPFF	214184_at	8620	
214185_at	0.35325	0.999858	KHDRBS1	214185_at	10657	
214186_s_at	0.49289	0.999858	HCG26	214186_s_at	352961	
214187_x_at	0.48146	0.999858	CTDSPL	214187_x_at	10217	
214188_at	0.65848	0.999858		214188_at	NA	
214189_s_at	0.78862	0.999858	GGA2	214189_s_at	23062	
214190_x_at	0.45508	0.999858	GGA2	214190_x_at	23062	
214192_at	0.95516	0.999858	NUP88	214192_at	4927	
214194_at	0.90974	0.999858	DIS3	214194_at	22894	
214195_at	0.05973	0.974595	TPP1	214195_at	1200	
214196_s_at	0.00579	0.436807	TPP1	214196_s_at	1200	
214197_s_at	0.88633	0.999858	SETDB1	214197_s_at	9869	
214198_s_at	0.51195	0.999858	DGCR2	214198_s_at	9993	
214199_at	0.54086	0.999858	SFTPD	214199_at	6441	
214201_x_at	0.38266	0.999858	PRRC2A	214201_x_at	7916	
214202_at	0.73926	0.999858	CTC-428G20.3	214202_at	NA	
214203_s_at	0.67052	0.999858	LOC102724788 /// PRODH	214203_s_at	NA	
214205_x_at	0.77034	0.999858	GLRX3	214205_x_at	10539	
214206_at	0.70301	0.999858	PPIL6	214206_at	285755	
214208_at	0.08216	0.999858	KLHL35	214208_at	283212	
214209_s_at	0.65947	0.999858	ABCB9	214209_s_at	23457	
214210_at	0.95228	0.999858	SLC25A17	214210_at	10478	
214211_at	0.78138	0.999858	FTH1	214211_at	2495	
214212_x_at	0.84113	0.999858	FERMT2	214212_x_at	10979	
214213_x_at	0.95586	0.999858	LMNA	214213_x_at	4000	
214214_s_at	0.42851	0.999858	C1QBP	214214_s_at	708	
214215_s_at	0.30793	0.999858	LARP4B	214215_s_at	23185	
214217_at	0.89305	0.999858	GRM5	214217_at	2915	
214218_s_at	0.63862	0.999858	XIST	214218_s_at	7503	
214219_x_at	0.79773	0.999858	MAP4K1	214219_x_at	11184	
214222_at	0.55631	0.999858	DNAH7	214222_at	56171	
214223_at	0.79374	0.999858	PTP4A3	214223_at	11156	
214224_s_at	0.98648	0.999858	PIN4	214224_s_at	5303	
214225_at	0.89693	0.999858	PIN4	214225_at	5303	
214226_at	0.8367	0.999858	PRSS53	214226_at	339105	
214227_at	0.90675	0.999858		214227_at	NA	
214228_x_at	0.86523	0.999858	TNFRSF4	214228_x_at	7293	
214229_at	0.13135	0.999858	DNAH17	214229_at	8632	
214232_at	0.62282	0.999858	ABCF2	214232_at	10061	
214233_at	0.66611	0.999858	GGA2	214233_at	23062	
214234_s_at	0.81479	0.999858	CYP3A5	214234_s_at	1577	
214235_at	0.9385	0.999858	CYP3A5	214235_at	1577	
214236_at	0.81571	0.999858		214236_at	NA	
214237_x_at	0.15251	0.999858	PAWR	214237_x_at	5074	
214238_at	0.81355	0.999858	AC012065.7	214238_at	NA	
214239_x_at	0.22228	0.999858	PCGF2	214239_x_at	7703	
214240_at	0.93043	0.999858	GAL	214240_at	51083	
214241_at	0.49733	0.999858	NDUFB8	214241_at	4714	
214242_at	0.92104	0.999858	MAN1A2	214242_at	10905	
214243_s_at	0.89471	0.999858	SERHL /// SERHL2	214243_s_at	NA	
214244_s_at	0.94827	0.999858	ATP6V0E1	214244_s_at	8992	
214245_at	0.71302	0.999858	RPS14	214245_at	6208	
214246_x_at	0.77382	0.999858	MINK1	214246_x_at	50488	
214247_s_at	0.18078	0.999858	DKK3	214247_s_at	27122	
214248_s_at	0.57818	0.999858	TRIM2	214248_s_at	23321	
214249_at	0.74245	0.999858	TRIM2	214249_at	23321	
214252_s_at	0.2343	0.999858	CLN5	214252_s_at	1203	
214253_s_at	0.28386	0.999858	DTNB	214253_s_at	1838	
214254_at	0.08856	0.999858	MAGEA4	214254_at	4103	
214255_at	0.97305	0.999858	ATP10A	214255_at	57194	
214256_at	0.85013	0.999858	ATP10A	214256_at	57194	
214257_s_at	0.62163	0.999858	SEC22B	214257_s_at	9554	
214258_x_at	0.14477	0.999858	KAT5	214258_x_at	10524	
214259_s_at	0.20173	0.999858	AKR7A2	214259_s_at	8574	
214261_s_at	0.42821	0.999858	ADH6	214261_s_at	130	
214263_x_at	0.77522	0.999858	POLR2C	214263_x_at	5432	
214264_s_at	0.19787	0.999858	EFCAB11	214264_s_at	90141	
214265_at	0.32378	0.999858	ITGA8	214265_at	8516	
214267_s_at	0.98914	0.999858	CADM4	214267_s_at	199731	
214268_s_at	0.00182	0.25308	MTMR4	214268_s_at	9110	
214269_at	0.96675	0.999858	MFSD7	214269_at	84179	
214270_s_at	0.55881	0.999858	MAPRE3	214270_s_at	22924	
214271_x_at	0.89054	0.999858	RPL12	214271_x_at	6136	
214272_at	0.37468	0.999858	CYLD	214272_at	1540	
214273_x_at	0.70227	0.999858	NPRL3	214273_x_at	8131	
214274_s_at	0.31082	0.999858	ACAA1	214274_s_at	30	
214275_at	0.65146	0.999858	MED12	214275_at	9968	
214276_at	0.11359	0.999858	KLF12	214276_at	11278	
214278_s_at	0.71663	0.999858	NDRG2	214278_s_at	57447	
214279_s_at	0.0017	0.240675	NDRG2	214279_s_at	57447	
214280_x_at	0.88585	0.999858	HNRNPA1	214280_x_at	3178	
214281_s_at	0.07884	0.999858	RCHY1	214281_s_at	25898	
214283_at	0.73442	0.999858	TMEM97	214283_at	27346	
214284_s_at	0.98412	0.999858	FGF18	214284_s_at	8817	
214286_at	0.91232	0.999858	GNAT1	214286_at	2779	
214287_s_at	0.74308	0.999858	CDK13	214287_s_at	8621	
214288_s_at	0.5535	0.999858	PSMB1	214288_s_at	5689	
214289_at	0.39398	0.999858	PSMB1	214289_at	5689	
214290_s_at	0.10769	0.999858	HIST2H2AA3 /// HIST2H2AA4	214290_s_at	NA	
214291_at	0.48823	0.999858	RPL17 /// RPL17-C18orf32 /// SNORD58A /// SNORD58B /// SNORD58C	214291_at	NA	
214292_at	0.88469	0.999858	ITGB4	214292_at	3691	
214293_at	0.2843	0.999858	11-Sep	214293_at	55752	
214295_at	0.85391	0.999858	KIAA0485	214295_at	57235	
214296_x_at	0.25975	0.999858	IZUMO4	214296_x_at	113177	
214297_at	0.59095	0.999858	CSPG4	214297_at	1464	
214298_x_at	0.90166	0.999858	6-Sep	214298_x_at	23157	
214299_at	0.4968	0.999858	TOP3A	214299_at	7156	
214301_s_at	0.35757	0.999858	DPYSL4	214301_s_at	10570	
214302_x_at	0.97657	0.999858	GJC2	214302_x_at	57165	
214303_x_at	0.46009	0.999858	MUC5AC	214303_x_at	4586	
214305_s_at	0.47144	0.999858	SF3B1	214305_s_at	23451	
214306_at	0.98937	0.999858	OPA1	214306_at	4976	
214308_s_at	0.87633	0.999858	HGD	214308_s_at	3081	
214309_s_at	0.65564	0.999858		214309_s_at	NA	
214311_at	0.49151	0.999858	ZFPL1	214311_at	7542	
214312_at	0.53634	0.999858	FOXA2	214312_at	3170	
214315_x_at	0.51526	0.999858	CALR	214315_x_at	811	
214316_x_at	0.91598	0.999858	CTC-425F1.4	214316_x_at	NA	
214317_x_at	0.73702	0.999858	RPS9	214317_x_at	6203	
214318_s_at	0.23314	0.999858	FRY	214318_s_at	10129	
214320_x_at	0.97508	0.999858	CYP2A6	214320_x_at	1548	
214322_at	0.3372	0.999858	CAMK2G	214322_at	818	
214323_s_at	0.22215	0.999858	UPF3A	214323_s_at	65110	
214324_at	0.67821	0.999858	GP2	214324_at	2813	
214325_at	0.6102	0.999858	GP2	214325_at	2813	
214326_x_at	0.54664	0.999858	JUND	214326_x_at	3727	
214327_x_at	0.80017	0.999858	LOC101928826 /// TPT1	214327_x_at	NA	
214328_s_at	0.79749	0.999858	HSP90AA1	214328_s_at	3320	
214329_x_at	0.97136	0.999858	TNFSF10	214329_x_at	8743	
214330_at	0.5785	0.999858	ATPAF2	214330_at	91647	
214331_at	0.53874	0.999858	TSFM	214331_at	10102	
214332_s_at	0.71055	0.999858	TSFM	214332_s_at	10102	
214333_x_at	0.83581	0.999858	IDH3G	214333_x_at	3421	
214334_x_at	0.78251	0.999858	DAZAP2	214334_x_at	9802	
214335_at	0.51968	0.999858	RPL18	214335_at	6141	
214336_s_at	0.42488	0.999858	COPA	214336_s_at	1314	
214338_at	0.76431	0.999858	DNAJB12	214338_at	54788	
214339_s_at	0.36684	0.999858	MAP4K1	214339_s_at	11184	
214340_at	0.29302	0.999858	ALOX12P2	214340_at	245	
214341_at	0.76596	0.999858	AP1G2	214341_at	8906	
214342_at	0.38613	0.999858	ATXN7L1	214342_at	222255	
214344_at	0.63528	0.999858	LINC00950	214344_at	92973	
214345_at	0.5132	0.999858	CTD-2269F5.1	214345_at	NA	
214348_at	0.66981	0.999858	TACR2	214348_at	6865	
214349_at	0.99341	0.999858		214349_at	NA	
214350_at	0.87129	0.999858	SNTB2	214350_at	6645	
214351_x_at	0.26527	0.999858	RPL13 /// SNORD68	214351_x_at	NA	
214352_s_at	0.75214	0.999858	KRAS	214352_s_at	3845	
214353_at	0.72827	0.999858		214353_at	NA	
214354_x_at	0.49681	0.999858	SFTPB	214354_x_at	6439	
214355_x_at	0.02471	0.768715	CTAGE15 /// CTAGE4 /// CTAGE8 /// CTAGE9	214355_x_at	NA	
214356_s_at	0.70841	0.999858	KIAA0368	214356_s_at	23392	
214357_at	0.68006	0.999858	C1orf105	214357_at	92346	
214358_at	0.76044	0.999858	ACACA	214358_at	31	
214359_s_at	0.93256	0.999858	HSP90AB1	214359_s_at	3326	
214361_s_at	0.39938	0.999858	RGS12	214361_s_at	6002	
214363_s_at	0.79222	0.999858	MATR3 /// SNHG4	214363_s_at	NA	
214364_at	0.73963	0.999858	MTERF4	214364_at	130916	
214366_s_at	0.99929	0.999858	ALOX5	214366_s_at	240	
214367_at	0.8037	0.999858	RASGRP2	214367_at	10235	
214368_at	0.86425	0.999858	RASGRP2	214368_at	10235	
214369_s_at	0.32921	0.999858	RASGRP2	214369_s_at	10235	
214371_at	0.53521	0.999858	TSSK2	214371_at	23617	
214372_x_at	0.64862	0.999858	ERN2	214372_x_at	10595	
214373_at	0.07185	0.999858		214373_at	NA	
214376_at	0.22825	0.999858	MAPK10	214376_at	5602	
214377_s_at	0.36841	0.999858	CTRL	214377_s_at	1506	
214379_at	0.70759	0.999858	HNRNPDL	214379_at	9987	
214380_at	0.57041	0.999858	PRPF31	214380_at	26121	
214381_at	0.90318	0.999858	LOC441601	214381_at	441601	
214382_at	0.2604	0.999858	UNC93A	214382_at	54346	
214383_x_at	0.61216	0.999858	KLHDC3	214383_x_at	116138	
214384_s_at	0.67041	0.999858	DCTN2	214384_s_at	10540	
214385_s_at	0.67728	0.999858	MUC5AC	214385_s_at	4586	
214386_at	0.88274	0.999858		214386_at	NA	
214387_x_at	0.10731	0.999858	SFTPC	214387_x_at	6440	
214390_s_at	0.66064	0.999858	BCAT1	214390_s_at	586	
214391_x_at	0.55512	0.999858	PTGER1	214391_x_at	5731	
214393_at	0.81491	0.999858	RND2	214393_at	8153	
214394_x_at	0.63834	0.999858	EEF1D	214394_x_at	1936	
214395_x_at	0.45737	0.999858	EEF1D	214395_x_at	1936	
214396_s_at	3.00E-05	0.019227	MBD2	214396_s_at	8932	
214397_at	0.00075	0.160062	MBD2	214397_at	8932	
214398_s_at	0.67253	0.999858	IKBKE	214398_s_at	9641	
214399_s_at	0.50423	0.999858	KRT4	214399_s_at	3851	
214401_at	0.28841	0.999858	PAX1	214401_at	5075	
214403_x_at	0.95546	0.999858	SPDEF	214403_x_at	25803	
214404_x_at	0.92806	0.999858	SPDEF	214404_x_at	25803	
214406_s_at	0.24376	0.999858	SLC7A4	214406_s_at	6545	
214407_x_at	0.20766	0.999858	GYPB	214407_x_at	2994	
214410_at	0.41533	0.999858	RP11-348B17.1	214410_at	NA	
214411_x_at	0.66266	0.999858	CTRB2	214411_x_at	440387	
214413_at	0.88884	0.999858	TAT	214413_at	6898	
214414_x_at	0.6346	0.999858	HBA1 /// HBA2	214414_x_at	NA	
214419_s_at	0.77566	0.999858	CYP2C9	214419_s_at	1559	
214420_s_at	0.66843	0.999858	CYP2C9	214420_s_at	1559	
214421_x_at	0.70697	0.999858	CYP2C9	214421_x_at	1559	
214423_x_at	0.99295	0.999858	ALDOB	214423_x_at	229	
214425_at	0.97845	0.999858	AMBP	214425_at	259	
214426_x_at	0.39527	0.999858	CHAF1A	214426_x_at	10036	
214427_at	0.91338	0.999858	NOP2	214427_at	4839	
214428_x_at	0.41451	0.999858	C4A /// C4B /// C4B_2	214428_x_at	NA	
214429_at	0.11839	0.999858	MTMR6	214429_at	9107	
214430_at	0.01523	0.6675	GLA	214430_at	2717	
214431_at	0.22066	0.999858	GMPS	214431_at	8833	
214432_at	0.85401	0.999858	ATP1A3 /// LOC101927137	214432_at	NA	
214433_s_at	0.00379	0.354603	SELENBP1	214433_s_at	8991	
214434_at	0.98923	0.999858	HSPA12A	214434_at	259217	
214436_at	0.17312	0.999858	FBXL2	214436_at	25827	
214437_s_at	0.92513	0.999858	SHMT2	214437_s_at	6472	
214438_at	0.60336	0.999858	HLX	214438_at	3142	
214439_x_at	0.02802	0.790479	BIN1	214439_x_at	274	
214440_at	0.6248	0.999858	NAT1	214440_at	9	
214441_at	0.22748	0.999858	STX6	214441_at	10228	
214442_s_at	0.80634	0.999858	PIAS2	214442_s_at	9063	
214443_at	0.4944	0.999858	PVR	214443_at	5817	
214444_s_at	0.04598	0.919017	PVR	214444_s_at	5817	
214445_at	0.53018	0.999858	ELL2	214445_at	22936	
214446_at	0.20536	0.999858	ELL2	214446_at	22936	
214447_at	0.50856	0.999858	ETS1	214447_at	2113	
214448_x_at	0.29963	0.999858	NFKBIB	214448_x_at	4793	
214450_at	0.77083	0.999858	CTSW	214450_at	1521	
214453_s_at	0.30947	0.999858	IFI44	214453_s_at	10561	
214454_at	0.59457	0.999858	ADAMTS2	214454_at	9509	
214455_at	0.00188	0.254601	HIST1H2BC /// HIST1H2BE /// HIST1H2BF /// HIST1H2BG /// HIST1H2BI	214455_at	NA	
214456_x_at	0.38575	0.999858	SAA1 /// SAA2	214456_x_at	NA	
214459_x_at	0.44374	0.999858	HLA-C	214459_x_at	3107	
214460_at	0.63558	0.999858	LSAMP	214460_at	4045	
